readnames	chr	start	end	count
SRR10612065.1547673_SRR10612065.5630910_SRR10612065.6003632	chr10	82193895	82194063	3
SRR10612065.1547740	chr3	185641586	185641774	1
SRR10612065.1547869	chr19	10907894	10908168	1
SRR10612065.1548347_SRR10612065.1243549	chr1	23724038	23744510	2
SRR10612065.1548477	chr5	43292575	43297270	1
SRR10612065.1548487	chr2	58796637	58796820	1
SRR10612065.1548939	chr9	131756664	131760496	1
SRR10612065.1549401	chr1	168901044	168901616	1
SRR10612065.1549560	chr4	128922574	128922743	1
SRR10612065.1549678_SRR10612065.2965845	chr13	51509033	51517500	2
SRR10612065.1550082	chr18	23895191	23937758	1
SRR10612065.1550115	chr14	53521155	53540565	1
SRR10612065.1550385	chr2	100522735	100523132	1
SRR10612065.1550519_SRR10612065.1862223_SRR10612065.1963977_SRR10612065.2447859_SRR10612065.2505473_SRR10612065.230773_SRR10612065.1723084_SRR10612065.2456665_SRR10612065.2778543_SRR10612065.2951102	chr1	49535809	49535911	10
SRR10612065.1551146_SRR10612065.2491888	chr17	11949170	11949339	2
SRR10612065.1551417	chr8	945795	945941	1
SRR10612065.1551665_SRR10612065.2673081	chr16	21916119	21916217	2
SRR10612065.1551686_SRR10612065.221804	chrY	21094658	21100345	2
SRR10612065.1551943	chr13	93399479	93399743	1
SRR10612065.1552079	chr16	56519518	56533787	1
SRR10612065.1552134	chr2	40657335	40679105	1
SRR10612065.1552491	chr10	84315154	84315259	1
SRR10612065.1552828	chr10	72972735	73039705	1
SRR10612065.1553028	chr9	35449726	35450205	1
SRR10612065.1553090	chr19	38705694	38705845	1
SRR10612065.1553134	chr2	207444883	207445209	1
SRR10612065.1553162	chr2	99256272	99291580	1
SRR10612065.1553241	chr11	18359655	18369466	1
SRR10612065.1553359_SRR10612065.5137253_SRR10612065.6765344_SRR10612065.7366221_SRR10612065.8028802	chr3	124132407	124141783	5
SRR10612065.1553758_SRR10612065.2167049	chr2	171906357	171906462	2
SRR10612065.1554148	chr19	33584265	33585175	1
SRR10612065.1554547	chr5	14498662	14504575	1
SRR10612065.1555018	chr2	68407034	68407510	1
SRR10612065.1555057	chr15	72810406	72864506	1
SRR10612065.1555276_SRR10612065.2085294_SRR10612065.2569397_SRR10612065.2661712_SRR10612065.2703636_SRR10612065.2892208_SRR10612065.2901145_SRR10612065.5219305_SRR10612065.5461385_SRR10612065.6489630_SRR10612065.6863568_SRR10612065.8197243_SRR10612065.8383985_SRR10612065.488729_SRR10612065.1727259	chr6	71442099	71483128	15
SRR10612065.1555353	chr2	88471146	88471375	1
SRR10612065.1555742	chr4	44371916	44372102	1
SRR10612065.1555900	chr16	2314191	2314713	1
SRR10612065.1555977	chr2	19071482	19100569	1
SRR10612065.1556668	chr10	15863659	15875675	1
SRR10612065.1556904	chr9	69391091	69391210	1
SRR10612065.1556999	chr22	40661048	40661220	1
SRR10612065.1557010	chr2	142822474	142822802	1
SRR10612065.1557160_SRR10612065.2557688	chr2	107494056	107494168	2
SRR10612065.1557558	chr12	14651231	14651356	1
SRR10612065.1557623_SRR10612065.1701694_SRR10612065.2051207_SRR10612065.2146364_SRR10612065.2198438_SRR10612065.2482284_SRR10612065.2499370_SRR10612065.2823235_SRR10612065.2862565_SRR10612065.2934185_SRR10612065.3585165_SRR10612065.4680359_SRR10612065.4726881_SRR10612065.5500129_SRR10612065.7998167_SRR10612065.8104259_SRR10612065.8330287_SRR10612065.2309188_SRR10612065.2466324_SRR10612065.2896252	chr1	67356836	67371060	20
SRR10612065.1557688	chr10	84746742	84746886	1
SRR10612065.1557794	chr2	32054492	32054795	1
SRR10612065.1557818	chr11	83601500	83601685	1
SRR10612065.1557823	chr1	26091966	26092150	1
SRR10612065.1557849	chr12	49884481	49888745	1
SRR10612065.1558130	chr10	116887350	116930879	1
SRR10612065.1558238_SRR10612065.7905545	chr9	23731020	23765097	2
SRR10612065.1558430	chr18	13565693	13565909	1
SRR10612065.1558878	chr10	103567549	103570060	1
SRR10612065.1559376	chr6	152823809	152826448	1
SRR10612065.1559424	chr15	79527337	79528285	1
SRR10612065.1559814_SRR10612065.8424978	chr12	56651366	56651544	2
SRR10612065.1560169	chr5	176378478	176378570	1
SRR10612065.1560442	chr2	200213752	200284374	1
SRR10612065.1560865_SRR10612065.6715614	chr5	145843243	145849248	2
SRR10612065.1560979	chr18	54448799	54483373	1
SRR10612065.1561127	chr20	18663672	18664183	1
SRR10612065.1561348	chr6	2890401	2890559	1
SRR10612065.1561400	chr8	71586321	71586449	1
SRR10612065.1561405_SRR10612065.2304290	chr3	123915867	123916027	2
SRR10612065.1561446_SRR10612065.2300449_SRR10612065.2488033_SRR10612065.1456503	chr2	54745098	54745248	4
SRR10612065.1561483	chr9	80046309	80049368	1
SRR10612065.1561871	chr14	50889839	50907161	1
SRR10612065.1561947_SRR10612065.7681615	chr14	21971316	21972026	2
SRR10612065.1562225	chr8	38153313	38157110	1
SRR10612065.1562264	chr5	132238362	132238492	1
SRR10612065.1563077	chr12	79509570	79509815	1
SRR10612065.1563095	chr16	7208468	7208887	1
SRR10612065.1563538	chr21	42064752	42080441	1
SRR10612065.1563622_SRR10612065.2096755_SRR10612065.2632960_SRR10612065.2768018_SRR10612065.2875152_SRR10612065.3080454_SRR10612065.3086360_SRR10612065.3301969_SRR10612065.3307291_SRR10612065.3377797_SRR10612065.3665152_SRR10612065.4171819_SRR10612065.4626188_SRR10612065.4724262_SRR10612065.4795905_SRR10612065.4868435_SRR10612065.5119541_SRR10612065.5198479_SRR10612065.5319513_SRR10612065.5323459_SRR10612065.5472906_SRR10612065.5618235_SRR10612065.6092557_SRR10612065.6189202_SRR10612065.6296848_SRR10612065.6520421_SRR10612065.6725477_SRR10612065.6775162_SRR10612065.7058656_SRR10612065.7060999_SRR10612065.7129271_SRR10612065.7196848_SRR10612065.7305548_SRR10612065.7340221_SRR10612065.7355166_SRR10612065.7505865_SRR10612065.7520407_SRR10612065.7537765_SRR10612065.7558830_SRR10612065.7790415_SRR10612065.7802743_SRR10612065.7982382_SRR10612065.8316975_SRR10612065.279240_SRR10612065.742218_SRR10612065.884397_SRR10612065.960288_SRR10612065.2333932_SRR10612065.2804368_SRR10612065.3307031_SRR10612065.3507056_SRR10612065.4419893_SRR10612065.5193700_SRR10612065.5373050_SRR10612065.5815902_SRR10612065.6064689_SRR10612065.6432458_SRR10612065.6638112_SRR10612065.6643207_SRR10612065.7176682_SRR10612065.7187156_SRR10612065.8410722_SRR10612065.8474820	chr6	62388807	62390878	63
SRR10612065.1564029	chr8	62559382	62566156	1
SRR10612065.1564273	chr16	28216744	28217010	1
SRR10612065.1564445	chr12	79349242	79441142	1
SRR10612065.1564467	chr19	36685406	36685715	1
SRR10612065.1564614	chr20	18647765	18647932	1
SRR10612065.1564673	chr17	18144095	18144373	1
SRR10612065.1564913	chr1	243793205	243793631	1
SRR10612065.1565051	chr3	53326134	53326297	1
SRR10612065.1565272	chr1	160182614	160182829	1
SRR10612065.1565971_SRR10612065.315908	chr2	173433493	173435504	2
SRR10612065.1566347	chr2	32716491	32725176	1
SRR10612065.1566354_SRR10612065.2363117_SRR10612065.7894579	chr12	49390400	49390561	3
SRR10612065.1566631	chr14	64906074	64906204	1
SRR10612065.1566660	chr1	53237026	53237159	1
SRR10612065.1566739_SRR10612065.6420306	chr22	42390649	42390887	2
SRR10612065.1567054	chr4	83875964	83876055	1
SRR10612065.1567109	chr16	56466018	56466310	1
SRR10612065.1567195	chr3	183368084	183382827	1
SRR10612065.1567718	chr18	60795676	60795992	1
SRR10612065.1568000	chr3	50014600	50014866	1
SRR10612065.1568012	chr13	40298670	40325127	1
SRR10612065.1568217	chr3	10341921	10342092	1
SRR10612065.1568529	chr8	48860448	48860683	1
SRR10612065.1568877	chr2	32339705	32341281	1
SRR10612065.1569314	chr11	84329104	84329370	1
SRR10612065.1569542	chr4	62775279	62863979	1
SRR10612065.1570042_SRR10612065.2287805	chr8	38994176	39068844	2
SRR10612065.1570129	chr5	169984056	169984468	1
SRR10612065.1570628	chr16	67231522	67231661	1
SRR10612065.1570682	chr15	57505863	57505998	1
SRR10612065.1570963	chr1	65854023	65854966	1
SRR10612065.1571390_SRR10612065.2271201	chr3	120876403	120941960	2
SRR10612065.1572282	chr11	131629191	131629519	1
SRR10612065.1572395_SRR10612065.2054812	chr12	121023560	121023870	2
SRR10612065.1573018	chr3	138047769	138048005	1
SRR10612065.1573158	chr3	6870317	6889433	1
SRR10612065.1573266	chr11	118422500	118430582	1
SRR10612065.1574078	chr4	25376332	25376902	1
SRR10612065.1574427	chr3	179379881	179380156	1
SRR10612065.1574817	chr18	9195642	9211616	1
SRR10612065.1574819	chr7	82039325	82039595	1
SRR10612065.1575225_SRR10612065.2217998_SRR10612065.2334322	chr1	65016274	65068595	3
SRR10612065.1575317	chr21	37741469	37741981	1
SRR10612065.1575607	chr16	47731167	47731739	1
SRR10612065.1575714	chr2	64177371	64177512	1
SRR10612065.1575959	chr17	80351213	80351398	1
SRR10612065.1576117_SRR10612065.2211069_SRR10612065.6775029	chr7	5963017	5963595	3
SRR10612065.1576486	chr20	17475468	17475623	1
SRR10612065.1576653	chr9	34399478	34399702	1
SRR10612065.1576738	chr5	176670712	176671271	1
SRR10612065.1576975	chr7	810516	810658	1
SRR10612065.1577417	chr4	159169724	159169907	1
SRR10612065.1578169_SRR10612065.2915873	chr13	100909847	100962163	2
SRR10612065.1578242	chr12	123004084	123004185	1
SRR10612065.1578355	chr1	40925578	40925880	1
SRR10612065.1578419	chr8	48421892	48422195	1
SRR10612065.1578549	chr10	29956095	29956263	1
SRR10612065.1578564	chr9	129047481	129047611	1
SRR10612065.1578647	chr8	66643326	66643625	1
SRR10612065.1579021	chr22	31831098	31831448	1
SRR10612065.1579266_SRR10612065.3464429	chr16	2607882	2692390	2
SRR10612065.1579390	chr1	19584969	19585336	1
SRR10612065.1579609	chr9	112460728	112460904	1
SRR10612065.1579755	chr3	23377290	23378355	1
SRR10612065.1580160	chr11	11951406	11951586	1
SRR10612065.1581024_SRR10612065.2917345	chr5	63890604	63894238	2
SRR10612065.1581276	chr17	19861357	19861617	1
SRR10612065.1581405_SRR10612065.6067589	chr4	30921804	30921963	2
SRR10612065.1581674	chr13	50061289	50061427	1
SRR10612065.1581961	chr2	242170295	242173311	1
SRR10612065.1582082_SRR10612065.2067107_SRR10612065.2362277	chr4	170458968	170477199	3
SRR10612065.1582346	chr4	24017106	24017277	1
SRR10612065.1582866	chr16	67864092	67864177	1
SRR10612065.1582880	chr6	128406060	128406205	1
SRR10612065.1582948	chr7	35903198	35925488	1
SRR10612065.1583073	chr4	3100999	3109125	1
SRR10612065.1583551	chr4	119026203	119059269	1
SRR10612065.1583739	chr12	13712081	13712191	1
SRR10612065.1583742	chr18	19379817	19379912	1
SRR10612065.1584233	chr6	128540067	128540248	1
SRR10612065.1584987	chr1	145074567	145074752	1
SRR10612065.1585138	chr5	14496160	14496286	1
SRR10612065.1585655	chr12	77846617	77846830	1
SRR10612065.1585675	chr9	8522370	8522766	1
SRR10612065.1585744	chr10	102108039	102116314	1
SRR10612065.1586020	chr1	179100452	179100549	1
SRR10612065.1586112	chr1	202697914	202698230	1
SRR10612065.1586200	chr16	71149598	71186688	1
SRR10612065.1586838	chr2	34879188	34879295	1
SRR10612065.1587344	chr2	136432954	136433060	1
SRR10612065.1587644	chr5	88243634	88249748	1
SRR10612065.1587729	chr16	47378424	47378603	1
SRR10612065.1587918	chr11	11374221	11374372	1
SRR10612065.1588003	chr18	74691580	74691866	1
SRR10612065.1588228	chr6	150022911	150023404	1
SRR10612065.1588288	chr8	124031434	124037290	1
SRR10612065.1588575_SRR10612065.1907090_SRR10612065.2728436_SRR10612065.2873186	chr16	14687171	14698077	4
SRR10612065.1588582	chr12	12673831	12674152	1
SRR10612065.1589421	chr10	13790691	13790836	1
SRR10612065.1589600	chr10	70248224	70266475	1
SRR10612065.1589606	chr6	150082363	150082625	1
SRR10612065.1589729	chr1	733747	733943	1
SRR10612065.1589781	chr9	139243400	139243675	1
SRR10612065.1589843	chr9	27043274	27060649	1
SRR10612065.1589956	chr2	122514859	122519044	1
SRR10612065.1590015	chr17	9921590	9921733	1
SRR10612065.1590247	chr20	36384618	36384814	1
SRR10612065.1590528_SRR10612065.4945885_SRR10612065.2955635	chr12	69968689	69968873	3
SRR10612065.1590886	chr2	200672548	200672775	1
SRR10612065.1590967	chr3	176846099	176846416	1
SRR10612065.1591006	chr7	7273932	7278553	1
SRR10612065.1591205	chr16	7362262	7362840	1
SRR10612065.1591220	chr1	237664106	237666738	1
SRR10612065.1591331	chr14	60760398	60760706	1
SRR10612065.1591869	chr16	53844049	53968021	1
SRR10612065.1592083	chrX	9792159	9792372	1
SRR10612065.1592279	chr17	57119220	57126588	1
SRR10612065.1592981_SRR10612065.2565620_SRR10612065.432028_SRR10612065.2558242	chr10	32740553	32740691	4
SRR10612065.1593190	chr12	13226696	13226802	1
SRR10612065.1593783	chr10	104402263	104435186	1
SRR10612065.1595232	chrX	153073360	153073542	1
SRR10612065.1595300	chr11	61347964	61348243	1
SRR10612065.1595618	chr2	242099803	242102777	1
SRR10612065.1595844	chr13	100953746	101101561	1
SRR10612065.1595919	chr4	47379065	47379225	1
SRR10612065.1596053_SRR10612065.2783541	chr10	81352837	81352979	2
SRR10612065.1597172	chr1	29379720	29379919	1
SRR10612065.1597482	chr5	71494431	71494622	1
SRR10612065.1598802	chr10	49260644	49261759	1
SRR10612065.1598938_SRR10612065.1475212	chr6	42573487	42573598	2
SRR10612065.1599009	chr12	109889035	109889156	1
SRR10612065.1599071_SRR10612065.6720496	chr2	58431301	58459250	2
SRR10612065.1599124	chr2	210908720	210940422	1
SRR10612065.1599351_SRR10612065.1720554_SRR10612065.2179024_SRR10612065.3862094_SRR10612065.3887925_SRR10612065.4772149_SRR10612065.5602808_SRR10612065.5692047_SRR10612065.6007115_SRR10612065.6913603_SRR10612065.6977115_SRR10612065.7122578_SRR10612065.7845247_SRR10612065.8144096_SRR10612065.8235460_SRR10612065.8368514_SRR10612065.6170343	chr9	103261046	103279053	17
SRR10612065.1599643	chr12	127650465	127650558	1
SRR10612065.1599810	chr2	27156327	27156492	1
SRR10612065.1599824	chr17	4186171	4192705	1
SRR10612065.1599899	chr4	183215186	183215363	1
SRR10612065.1600074	chr12	56997142	56999110	1
SRR10612065.1600331	chr1	43914771	43914886	1
SRR10612065.1600359_SRR10612065.1991100	chr12	117178298	117178395	2
SRR10612065.1600960	chr16	78690124	78690268	1
SRR10612065.1601357	chr6	163984640	163984805	1
SRR10612065.1601498	chr1	42217842	42218056	1
SRR10612065.1601747	chr10	15875628	15885271	1
SRR10612065.1601826_SRR10612065.1608271	chr8	28304686	28314448	2
SRR10612065.1601883	chr14	102467651	102468982	1
SRR10612065.1601994_SRR10612065.4560726_SRR10612065.1763627	chr6	54025172	54066972	3
SRR10612065.1602113_SRR10612065.5159426_SRR10612065.8493532	chr2	39680979	39681506	3
SRR10612065.1602205	chr16	31004668	31008056	1
SRR10612065.1602312_SRR10612065.8082427	chr10	21157593	21188389	2
SRR10612065.1602805	chr14	39185704	39185969	1
SRR10612065.1602920	chr5	74106596	74106932	1
SRR10612065.1602938_SRR10612065.2960990_SRR10612065.6623636_SRR10612065.7566638_SRR10612065.985616	chr14	90872102	90872295	5
SRR10612065.1603151	chrY	14928269	14930514	1
SRR10612065.1603197_SRR10612065.5258284	chrX	53641494	53642796	2
SRR10612065.1603373	chr6	31513039	31513194	1
SRR10612065.1603441	chrX	64708525	64719870	1
SRR10612065.1603683	chr3	151983128	151983316	1
SRR10612065.1604001	chr11	117708665	117708842	1
SRR10612065.1604138	chr4	87176010	87176209	1
SRR10612065.1604285	chr1	171552919	171553871	1
SRR10612065.1605467	chr4	78694236	78722455	1
SRR10612065.1606646	chr6	69646506	69653837	1
SRR10612065.1606926	chr10	123659409	123670529	1
SRR10612065.1607350	chr1	197586828	197614856	1
SRR10612065.1607463	chr2	64795065	64795242	1
SRR10612065.1607652	chr3	37125127	37138153	1
SRR10612065.1608102	chr1	230488076	230488541	1
SRR10612065.1608700	chr2	108499335	108499545	1
SRR10612065.1609249	chr10	51252922	51253025	1
SRR10612065.1609250	chr10	93566529	93567129	1
SRR10612065.1609331	chr11	105839669	105840018	1
SRR10612065.1609339_SRR10612065.5064614	chr2	116525951	116535392	2
SRR10612065.1609593	chr2	138220414	138220577	1
SRR10612065.1609716	chr20	34715193	34716108	1
SRR10612065.1610045	chr22	34084934	34085131	1
SRR10612065.1610091_SRR10612065.1002602	chr4	86921972	86922055	2
SRR10612065.1610217	chr6	29574203	29574923	1
SRR10612065.1610299	chr17	43185677	43185830	1
SRR10612065.1610976	chr3	169835070	169835239	1
SRR10612065.1611164	chr4	39328183	39329378	1
SRR10612065.1611406_SRR10612065.2756733_SRR10612065.8232628	chr2	47387892	47389696	3
SRR10612065.1611629	chr4	106114845	106114955	1
SRR10612065.1613007	chr9	13110643	13125416	1
SRR10612065.1613359_SRR10612065.4022482_SRR10612065.5370409_SRR10612065.5784432_SRR10612065.6799566	chr6	62369022	62388852	5
SRR10612065.1613628	chr8	18430038	18490318	1
SRR10612065.1614351	chr2	16733367	16733531	1
SRR10612065.1614408	chr7	102107842	102108271	1
SRR10612065.1615192	chr17	74393901	74394660	1
SRR10612065.1615468	chr3	113798235	113798441	1
SRR10612065.1615629_SRR10612065.1859357	chr6	155109011	155114110	2
SRR10612065.1616209	chr12	51502982	51504714	1
SRR10612065.1616291_SRR10612065.2549118_SRR10612065.2932510	chr5	35700726	35704694	3
SRR10612065.1616610	chr10	91092991	91094866	1
SRR10612065.1616758	chr12	76740085	76740323	1
SRR10612065.1617070	chr18	13029920	13030555	1
SRR10612065.1617193_SRR10612065.906600	chr8	40391315	40391417	2
SRR10612065.1617337	chr5	130980088	130980421	1
SRR10612065.1617429_SRR10612065.2031814_SRR10612065.2324777_SRR10612065.2514057_SRR10612065.387778_SRR10612065.2253715	chr2	39771668	39771804	6
SRR10612065.1617711	chr7	38763469	38764063	1
SRR10612065.1618563	chr10	27356126	27366322	1
SRR10612065.1619744_SRR10612065.1441459_SRR10612065.2673802	chrX	72870878	72871002	3
SRR10612065.1620121	chr17	3974007	3974192	1
SRR10612065.1620152_SRR10612065.7322791	chr9	36197545	36204176	2
SRR10612065.1620198_SRR10612065.2606069	chr1	63024832	63027376	2
SRR10612065.1620251	chr9	44843394	45026977	1
SRR10612065.1620449	chr11	8354430	8354627	1
SRR10612065.1621130_SRR10612065.2605202_SRR10612065.4277632_SRR10612065.4506222	chr20	47706233	47707376	4
SRR10612065.1621383	chr8	113966926	113988371	1
SRR10612065.1621431	chr9	66336341	66336547	1
SRR10612065.1621574_SRR10612065.571784	chr9	2046786	2046918	2
SRR10612065.1621699	chr1	228333836	228334129	1
SRR10612065.1621852_SRR10612065.4887160	chr13	45911324	45914287	2
SRR10612065.1621963	chr17	73593242	73593367	1
SRR10612065.1622140	chr6	16658058	16753509	1
SRR10612065.1622264_SRR10612065.7223002	chr1	10380099	10384954	2
SRR10612065.1622311_SRR10612065.2568145	chr10	117185762	117228839	2
SRR10612065.1622352	chr14	77241369	77241545	1
SRR10612065.1622850	chr15	67938587	67984871	1
SRR10612065.1623034	chr20	29508453	29508638	1
SRR10612065.1623069	chr5	107700561	107703558	1
SRR10612065.1623185	chr7	30423620	30423826	1
SRR10612065.1623258_SRR10612065.5490586_SRR10612065.6180160_SRR10612065.7146734	chr2	107446520	107460496	4
SRR10612065.1623536	chrX	44373818	44373994	1
SRR10612065.1623606_SRR10612065.4171298	chr17	74141051	74141230	2
SRR10612065.1623670	chr15	67893053	67938616	1
SRR10612065.1623891	chr3	129585909	129599403	1
SRR10612065.1623939_SRR10612065.1884295_SRR10612065.2158166_SRR10612065.2332524_SRR10612065.2859934_SRR10612065.2871772	chr2	211018310	211018506	6
SRR10612065.1624164_SRR10612065.6899660	chr10	73581732	73587826	2
SRR10612065.1624372	chr13	36508115	36508504	1
SRR10612065.1624540	chr6	32943168	32943901	1
SRR10612065.1624841	chr15	43818315	43818807	1
SRR10612065.1624944	chr14	69439760	69439963	1
SRR10612065.1625122	chr8	28498719	28498904	1
SRR10612065.1625793	chr16	6955153	6956202	1
SRR10612065.1626033_SRR10612065.1696612	chr1	65047847	65068534	2
SRR10612065.1626260_SRR10612065.3356473_SRR10612065.3717706_SRR10612065.4093271_SRR10612065.4143930_SRR10612065.4295448_SRR10612065.6802969_SRR10612065.2193130	chr12	100598718	100599523	8
SRR10612065.1626304	chr19	4447586	4452412	1
SRR10612065.1626391	chr1	160064820	160064982	1
SRR10612065.1626707_SRR10612065.1384403	chr1	231081135	231090128	2
SRR10612065.1626893	chr4	40892442	40946938	1
SRR10612065.1626999	chr6	55360328	55406609	1
SRR10612065.1627380_SRR10612065.1768004	chr18	9204472	9221997	2
SRR10612065.1627645	chr3	113291505	113291691	1
SRR10612065.1627997	chr17	27587477	27588075	1
SRR10612065.1628141	chrX	154614924	154684597	1
SRR10612065.1628152	chr11	121498617	121498911	1
SRR10612065.1628159	chr12	99009658	99009874	1
SRR10612065.1629287	chr5	154191505	154192036	1
SRR10612065.1630150	chr3	132910889	132911057	1
SRR10612065.1630975_SRR10612065.3312975_SRR10612065.6517450	chr7	131060182	131084193	3
SRR10612065.1631193	chr8	11710862	11725555	1
SRR10612065.1631407_SRR10612065.3235311_SRR10612065.7290462	chr1	213414571	213414685	3
SRR10612065.1631472	chr12	111993023	111993203	1
SRR10612065.1631575	chr8	130854328	130859100	1
SRR10612065.1631978_SRR10612065.2268519	chr2	168931492	168986274	2
SRR10612065.1632044	chr19	11723546	11723764	1
SRR10612065.1632165_SRR10612065.4847656_SRR10612065.6103841_SRR10612065.7144522_SRR10612065.7475420_SRR10612065.1897901	chr11	46105720	46112089	6
SRR10612065.1632203	chr7	121653244	121653529	1
SRR10612065.1632204	chr1	98624737	98624844	1
SRR10612065.1632590	chr10	52220433	52350013	1
SRR10612065.1632631	chr6	74000844	74001137	1
SRR10612065.1633465_SRR10612065.2730105	chr20	17257051	17257297	2
SRR10612065.1633547	chr2	26991036	26991188	1
SRR10612065.1634136_SRR10612065.29343_SRR10612065.1529450_SRR10612065.2183773	chr11	2618661	2662346	4
SRR10612065.1634198	chr6	26017613	26017836	1
SRR10612065.1634408	chr2	233612322	233626147	1
SRR10612065.1634627_SRR10612065.5804248	chr15	90621909	90622104	2
SRR10612065.1634712_SRR10612065.4257771	chr3	155301316	155303983	2
SRR10612065.1635014_SRR10612065.6489306	chr5	107559849	107684138	2
SRR10612065.1635091	chr10	61083750	61112123	1
SRR10612065.1635268	chr8	141255402	141255875	1
SRR10612065.1635492	chr18	19348658	19358133	1
SRR10612065.1635933	chr6	96990767	96996157	1
SRR10612065.1636043	chr7	78152184	78152582	1
SRR10612065.1636069	chr7	142660146	142660592	1
SRR10612065.1636118	chr6	131277141	131277522	1
SRR10612065.1636198_SRR10612065.4493476	chr12	99145197	99166959	2
SRR10612065.1636221	chr3	85163031	85163225	1
SRR10612065.1636605	chr11	105685162	105685492	1
SRR10612065.1636693	chr5	179707440	179707580	1
SRR10612065.1636800	chr15	43817511	43817953	1
SRR10612065.1637338	chr8	4199700	4199885	1
SRR10612065.1637694	chr8	95853718	95877919	1
SRR10612065.1637938_SRR10612065.2266308	chr8	22862293	22862525	2
SRR10612065.1638046	chr19	1170596	1170709	1
SRR10612065.1638474	chr13	21955571	22029605	1
SRR10612065.1639080_SRR10612065.3379327_SRR10612065.4740491	chr1	8568686	8617585	3
SRR10612065.1639093	chr11	8969445	8969621	1
SRR10612065.1639380	chr14	55203881	55215637	1
SRR10612065.1639513	chr22	41522098	41522248	1
SRR10612065.1639656	chr10	88598618	88659883	1
SRR10612065.1640017	chr11	67187221	67188304	1
SRR10612065.1640162	chr17	3715523	3715810	1
SRR10612065.1640496	chr2	211018628	211019978	1
SRR10612065.1640510	chr15	55474292	55474414	1
SRR10612065.1640524	chr1	118382784	118383018	1
SRR10612065.1640761	chr6	5631342	5631497	1
SRR10612065.1640833	chr4	26667954	26675423	1
SRR10612065.1640875	chr18	45391428	45423183	1
SRR10612065.1641062	chr16	71423718	71424296	1
SRR10612065.1641144	chr20	35486857	35487115	1
SRR10612065.1641296_SRR10612065.278250	chrX	22594310	22594467	2
SRR10612065.1641734	chr4	21127354	21127551	1
SRR10612065.1641879	chr10	97071981	97072331	1
SRR10612065.1642132	chr4	21709524	21709784	1
SRR10612065.1643081	chr15	42096876	42097864	1
SRR10612065.1643238	chr17	18554775	18554915	1
SRR10612065.1643443	chr5	61701411	61701554	1
SRR10612065.1643816_SRR10612065.2620494_SRR10612065.7086820_SRR10612065.7102060_SRR10612065.82751	chr12	99166917	99174983	5
SRR10612065.1643848_SRR10612065.1727473_SRR10612065.5997397_SRR10612065.5669478	chrX	149963696	149983410	4
SRR10612065.1644037_SRR10612065.1891973_SRR10612065.2464507_SRR10612065.6666641_SRR10612065.1445898_SRR10612065.1831363_SRR10612065.6986681	chr2	9028146	9098772	7
SRR10612065.1644123	chrX	137709988	137710200	1
SRR10612065.1644156	chr19	12829903	12831724	1
SRR10612065.1644241	chr8	19681392	19682344	1
SRR10612065.1644803	chr7	51170153	51170639	1
SRR10612065.1645085	chr2	111991208	111997556	1
SRR10612065.1645107	chr4	16758027	16758177	1
SRR10612065.1645318	chr16	10231888	10232233	1
SRR10612065.1645361	chr12	31604873	31648853	1
SRR10612065.1645718_SRR10612065.1964321_SRR10612065.988775	chr16	72121223	72121375	3
SRR10612065.1646552	chr15	42003315	42005639	1
SRR10612065.1646648_SRR10612065.1928675_SRR10612065.987350_SRR10612065.2069979_SRR10612065.2863135_SRR10612065.4625871	chr17	4186112	4192571	6
SRR10612065.1648441	chr15	48015758	48015965	1
SRR10612065.1648852	chr18	9936623	9936906	1
SRR10612065.1649279_SRR10612065.2496462	chr6	62362159	62442669	2
SRR10612065.1649335_SRR10612065.3449339_SRR10612065.1459486	chr6	69758179	69772907	3
SRR10612065.1649859	chr6	46355079	46355224	1
SRR10612065.1650363	chr21	38480692	38498443	1
SRR10612065.1650721_SRR10612065.2127812_SRR10612065.3241733_SRR10612065.3669147_SRR10612065.4449799_SRR10612065.5299429_SRR10612065.7798631_SRR10612065.8291139_SRR10612065.8506661	chr6	54013852	54067031	9
SRR10612065.1650916	chr15	81602207	81602742	1
SRR10612065.1650931	chr11	30516948	30557659	1
SRR10612065.1650986_SRR10612065.5578810	chr2	127816709	127821202	2
SRR10612065.1651306	chr4	42557984	42588507	1
SRR10612065.1651750	chr1	40319640	40323091	1
SRR10612065.1652618	chr5	166913958	166914254	1
SRR10612065.1653207	chr5	61747554	61747760	1
SRR10612065.1653853	chr1	52293468	52299788	1
SRR10612065.1653891	chr9	125748672	125752365	1
SRR10612065.1654117	chr3	130881252	130992419	1
SRR10612065.1654389	chr17	38279415	38279600	1
SRR10612065.1654853_SRR10612065.1770748	chr7	110705376	110705612	2
SRR10612065.1655083	chr10	32298189	32298778	1
SRR10612065.1655148	chr17	3393825	3394035	1
SRR10612065.1655269_SRR10612065.2259177_SRR10612065.2581744_SRR10612065.8385344	chr5	83360612	83362409	4
SRR10612065.1655312	chr15	40006926	40149680	1
SRR10612065.1655489	chr5	83340081	83340286	1
SRR10612065.1655600	chr12	32760891	32764217	1
SRR10612065.1655668	chr5	173326635	173326901	1
SRR10612065.1656004_SRR10612065.4924066_SRR10612065.8160360	chr2	208690915	208691108	3
SRR10612065.1656302	chr6	12853442	12853651	1
SRR10612065.1656841	chr12	49526182	49526428	1
SRR10612065.1656848	chr2	65315159	65315653	1
SRR10612065.1656890	chr9	131514964	131515104	1
