readname	chr	start	end
SRR10612065.6774	chr1	8616557	8617573
SRR10612065.6795	chr2	230356616	230356732
SRR10612065.6912	chr2	230356616	230359759
SRR10612065.6929	chr8	89047960	89048072
SRR10612065.7012	chr8	113933947	113988144
SRR10612065.7063	chr1	235597517	235600792
SRR10612065.7185	chr2	230356619	230356750
SRR10612065.7275	chrX	71059766	71118986
SRR10612065.7321	chr7	45621488	45621568
SRR10612065.7527	chr2	230356619	230356746
SRR10612065.7537	chr4	105439734	105440613
SRR10612065.7623	chrX	44879873	44911036
SRR10612065.7684	chr19	12637588	12638571
SRR10612065.7698	chr2	230356628	230356747
SRR10612065.7767	chr3	128525366	128526443
SRR10612065.7941	chr4	52743938	52744020
SRR10612065.7943	chr2	230356619	230356750
SRR10612065.7953	chr2	230356636	230359759
SRR10612065.8094	chr2	230356616	230359758
SRR10612065.8216	chr2	230356619	230356731
SRR10612065.8224	chr2	144709571	144764845
SRR10612065.8309	chr2	230356639	230356747
SRR10612065.8370	chr1	110740826	110741071
SRR10612065.8394	chr18	48098588	48098718
SRR10612065.8402	chr2	230356616	230356771
SRR10612065.8423	chr2	230356616	230359756
SRR10612065.8475	chr12	101246146	101381449
SRR10612065.8503	chr7	45621383	45621576
SRR10612065.8595	chr3	125698840	125699168
SRR10612065.8649	chr11	46098319	46112102
SRR10612065.8651	chr2	230356619	230356750
SRR10612065.8798	chr9	124043756	124064401
SRR10612065.8990	chr13	64414549	64416357
SRR10612065.8997	chr20	45180409	45207799
SRR10612065.9104	chr5	107345479	107345770
SRR10612065.9110	chr12	54801769	54801916
SRR10612065.9211	chr6	109175427	109197554
SRR10612065.9259	chr1	210591541	210591639
SRR10612065.9279	chr12	100598718	100599536
SRR10612065.9283	chr2	230356620	230356742
SRR10612065.9407	chr14	105818712	105834481
SRR10612065.9480	chr17	30932131	30965805
SRR10612065.9550	chr11	89947185	89948400
SRR10612065.9692	chr6	13206183	13228123
SRR10612065.9824	chr5	74018245	74021920
SRR10612065.9892	chr2	230356624	230356748
SRR10612065.9971	chr2	91828572	91828676
SRR10612065.9991	chr2	63711763	63798762
SRR10612065.10218	chr1	8601346	8617527
SRR10612065.10264	chr3	64097530	64097821
SRR10612065.10289	chr13	45954499	45955906
SRR10612065.10329	chr7	86223627	86226367
SRR10612065.10521	chr7	45621378	45621562
SRR10612065.10670	chr14	88883055	88883172
SRR10612065.10706	chr2	230356616	230356750
SRR10612065.10732	chr16	88499205	88499781
SRR10612065.10824	chr14	50320361	50329476
SRR10612065.10889	chr6	16586009	16586139
SRR10612065.10916	chr2	230356635	230356750
SRR10612065.10924	chr2	230356616	230359757
SRR10612065.10984	chr2	230356620	230356730
SRR10612065.11014	chr6	151914240	151951114
SRR10612065.11033	chr2	69881596	69882154
SRR10612065.11200	chr1	50637878	50638270
SRR10612065.11242	chr2	230356629	230356750
SRR10612065.11257	chr19	57967020	57967551
SRR10612065.11324	chr13	45955628	45955990
SRR10612065.11378	chr2	169020261	169023888
SRR10612065.11390	chr22	46477933	46478279
SRR10612065.11401	chr8	132089395	132114701
SRR10612065.11482	chr2	230356616	230356750
SRR10612065.11530	chr19	19329987	19335004
SRR10612065.11560	chr2	230356616	230359757
SRR10612065.11575	chrX	62537170	62537507
SRR10612065.11686	chr2	230356616	230356750
SRR10612065.11768	chr8	48196615	48206619
SRR10612065.11784	chr2	40656978	40657184
SRR10612065.11790	chr21	38494163	38495315
SRR10612065.11820	chr7	45621383	45621562
SRR10612065.11905	chr13	45955628	45955934
SRR10612065.11923	chr2	230356616	230359758
SRR10612065.11983	chr2	230356616	230359757
SRR10612065.12001	chr3	58403205	58403340
SRR10612065.12020	chr2	230356621	230356750
SRR10612065.12175	chr7	45621453	45621568
SRR10612065.12230	chr7	45621383	45621579
SRR10612065.12355	chr11	65268819	65269208
SRR10612065.12465	chr2	230356616	230359758
SRR10612065.12499	chr18	9208658	9208801
SRR10612065.12514	chr2	230356616	230359758
SRR10612065.12548	chr9	710892	711110
SRR10612065.12566	chr2	230356623	230356733
SRR10612065.12613	chr9	93375785	93376112
SRR10612065.13007	chr7	45621452	45621576
SRR10612065.13058	chr9	88293248	88307666
SRR10612065.13060	chr6	96411809	96411956
SRR10612065.13082	chr2	230356619	230356723
SRR10612065.13085	chr2	230356642	230356750
SRR10612065.13102	chr12	14544004	14544353
SRR10612065.13225	chr5	153833020	153835583
SRR10612065.13287	chr10	114515795	114516100
SRR10612065.13293	chr2	124441886	124442574
SRR10612065.13300	chr7	18694780	18694937
SRR10612065.13370	chr4	26667954	26685316
SRR10612065.13433	chr7	140476780	140482852
SRR10612065.13450	chr11	118620890	118621127
SRR10612065.13495	chr11	45511639	45511835
SRR10612065.13626	chr17	4192571	4210383
SRR10612065.13651	chr11	94924738	94964054
SRR10612065.13717	chr2	230356622	230356750
SRR10612065.13769	chr2	212530078	212543908
SRR10612065.13822	chr10	24802199	24802324
SRR10612065.13824	chrX	47431773	47431914
SRR10612065.13856	chr2	230356628	230356746
SRR10612065.13928	chr1	146215942	146223941
SRR10612065.13943	chr4	128904094	128942393
SRR10612065.14048	chr2	230356616	230359758
SRR10612065.14107	chr5	176370382	176378545
SRR10612065.14148	chr2	230356616	230359746
SRR10612065.14176	chr2	230356616	230359758
SRR10612065.14178	chr2	230356624	230356747
SRR10612065.14274	chr13	52531654	52539172
SRR10612065.14293	chr3	141305583	141327482
SRR10612065.14307	chr4	490180	490444
SRR10612065.14316	chr2	230356616	230359758
SRR10612065.14361	chr9	132997020	132997199
SRR10612065.14457	chr8	74467761	74467937
SRR10612065.14529	chr1	229457695	229457893
SRR10612065.14564	chr2	230356619	230356750
SRR10612065.14580	chr12	79295070	79295235
SRR10612065.14698	chr2	122194146	122194518
SRR10612065.14820	chr2	230356625	230356747
SRR10612065.14848	chr2	230356616	230356750
SRR10612065.14855	chr2	230356616	230359758
SRR10612065.14887	chr2	230356616	230359758
SRR10612065.14918	chr15	55669147	55670575
SRR10612065.14982	chr2	230356616	230356750
SRR10612065.15060	chr2	230356616	230356750
SRR10612065.15076	chr9	134271101	134271348
SRR10612065.15156	chr2	230356616	230356750
SRR10612065.15185	chr3	28458825	28458927
SRR10612065.15303	chr2	230356616	230356750
SRR10612065.15452	chr12	110570423	110581349
SRR10612065.15483	chr3	15297203	15297330
SRR10612065.15552	chr12	9558406	9558868
SRR10612065.15664	chr3	125032415	125032502
SRR10612065.15665	chr11	113146256	113146522
SRR10612065.15694	chr7	87748108	87748498
SRR10612065.15886	chr2	230356616	230356750
SRR10612065.15924	chr13	79915256	79918929
SRR10612065.15952	chr14	36645186	36645360
SRR10612065.15962	chr4	52729601	52744020
SRR10612065.16050	chr3	169831186	169840513
SRR10612065.16118	chr2	230356616	230359758
SRR10612065.16343	chr7	45621457	45621568
SRR10612065.16383	chr3	197369120	197369882
SRR10612065.16428	chr8	38808469	38810885
SRR10612065.16443	chr9	95575904	95580706
SRR10612065.16611	chr9	122113454	122113551
SRR10612065.16669	chr2	230356616	230356734
SRR10612065.16728	chr2	230356620	230356723
SRR10612065.16792	chr7	104800953	104844235
SRR10612065.16882	chr5	175309923	175310231
SRR10612065.16893	chr2	230356624	230356750
SRR10612065.16991	chr2	230356616	230356736
SRR10612065.16993	chr2	230356616	230359755
SRR10612065.16995	chr2	208729777	208729936
SRR10612065.17082	chr11	9759766	9761894
SRR10612065.17086	chr15	73855380	73855516
SRR10612065.17121	chr2	230356616	230359756
SRR10612065.17145	chr2	230356616	230359758
SRR10612065.17202	chr2	230356616	230356750
SRR10612065.17269	chr7	45621383	45621568
SRR10612065.17386	chr2	230356616	230356750
SRR10612065.17392	chr18	44266138	44301441
SRR10612065.17536	chr8	43769925	43812620
SRR10612065.17553	chr2	230356619	230356730
SRR10612065.17866	chr2	230356626	230356729
SRR10612065.17891	chr11	65268849	65269018
SRR10612065.17951	chr10	32740523	32762952
SRR10612065.17966	chr2	230356616	230356750
SRR10612065.17984	chr2	230356619	230356728
SRR10612065.18050	chr5	137321003	137323230
SRR10612065.18060	chr2	230356617	230359757
SRR10612065.18077	chr5	65282561	65282706
SRR10612065.18103	chr8	52773439	52773553
SRR10612065.18108	chr6	24577797	24577975
SRR10612065.18161	chr2	230356619	230356750
SRR10612065.18198	chr1	12441273	12441698
SRR10612065.18231	chrX	139865531	139866113
SRR10612065.18319	chr2	128075207	128075338
SRR10612065.18492	chr17	30321692	30322648
SRR10612065.18537	chr7	45621452	45621568
SRR10612065.18660	chr8	42821628	42823192
SRR10612065.18701	chr2	225901912	225902155
SRR10612065.18865	chr1	200721374	200721525
SRR10612065.18870	chr13	113707283	113707374
SRR10612065.18890	chr7	45621488	45621568
SRR10612065.18891	chr2	230356616	230356750
SRR10612065.18974	chr7	45621489	45621568
SRR10612065.19021	chr2	230356641	230356750
SRR10612065.19032	chr20	49518554	49535314
SRR10612065.19081	chr15	43712585	43712816
SRR10612065.19146	chr1	33760537	33760906
SRR10612065.19150	chr6	107515041	107533488
SRR10612065.19378	chr2	230356617	230359758
SRR10612065.19387	chr2	230356616	230359757
SRR10612065.19726	chr2	230356642	230356750
SRR10612065.19829	chr2	230356635	230356747
SRR10612065.19879	chr2	2837365	2837577
SRR10612065.19943	chr2	230356616	230356750
SRR10612065.20012	chr9	36052262	36080637
SRR10612065.20115	chr17	42274598	42275495
SRR10612065.20133	chr2	230356616	230359758
SRR10612065.20277	chr7	80456741	80458061
SRR10612065.20312	chr2	230356620	230356750
SRR10612065.20340	chr2	230356616	230356750
SRR10612065.20408	chr6	94041875	94066710
SRR10612065.20409	chr2	115538661	115539119
SRR10612065.20517	chr2	230356617	230359759
SRR10612065.20599	chr2	230356616	230356750
SRR10612065.20646	chr5	73932021	73932215
SRR10612065.20720	chr2	230356619	230356745
SRR10612065.20823	chr4	153332454	153333681
SRR10612065.20883	chr2	230356616	230356739
SRR10612065.20884	chr2	230356619	230356750
SRR10612065.20969	chr2	230356616	230356746
SRR10612065.20983	chr7	14467979	14468122
SRR10612065.21034	chr16	18434155	18474327
SRR10612065.21052	chr4	6442512	6442674
SRR10612065.21128	chr17	76968228	76968422
SRR10612065.21422	chr15	44788577	44789336
SRR10612065.21490	chr7	45621489	45621568
SRR10612065.21523	chr11	74921407	74936148
SRR10612065.21575	chr2	230356616	230359759
SRR10612065.21638	chr11	86778733	86782651
SRR10612065.21649	chr1	44877788	44878282
SRR10612065.21767	chr11	44129687	44135851
SRR10612065.21935	chr6	12832469	12832643
SRR10612065.22063	chr2	101541699	101554247
SRR10612065.22088	chr2	230356616	230356750
SRR10612065.22186	chr19	46119527	46119704
SRR10612065.22222	chr2	230356616	230359759
SRR10612065.22315	chr2	230356616	230359748
SRR10612065.22339	chr5	168356668	168356810
SRR10612065.22474	chr2	28117428	28141169
SRR10612065.22478	chr13	41834678	41834860
SRR10612065.22549	chr2	230356616	230359755
SRR10612065.22582	chr5	132038641	132039319
SRR10612065.22615	chrX	28865443	28865603
SRR10612065.22670	chr17	43979939	43980119
SRR10612065.22769	chr17	489508	530556
SRR10612065.22858	chr6	138521843	138521990
SRR10612065.22888	chr19	18675773	18676001
SRR10612065.22915	chr2	230356618	230359757
SRR10612065.23297	chr8	35233755	35233886
SRR10612065.23410	chr4	103866350	103867906
SRR10612065.23479	chrX	145997906	146036693
SRR10612065.23523	chr2	230356616	230359758
SRR10612065.23554	chr2	230356616	230359757
SRR10612065.23575	chr13	42352121	42393524
SRR10612065.23853	chr11	6599825	6599932
SRR10612065.23895	chr6	147588219	147612308
SRR10612065.23903	chr19	57967029	57967551
SRR10612065.23936	chr2	230356616	230356748
SRR10612065.23960	chr12	31273897	31275913
SRR10612065.24013	chr2	230356616	230356750
SRR10612065.24015	chr11	11951000	11952298
SRR10612065.24025	chr13	72046699	72046856
SRR10612065.24237	chr5	149004598	149004857
SRR10612065.24277	chr5	132426883	132428481
SRR10612065.24361	chr2	230356616	230356743
SRR10612065.24510	chr1	8601310	8617496
SRR10612065.24554	chr2	230356616	230359758
SRR10612065.24631	chr2	230356619	230356738
SRR10612065.24767	chr9	33971649	33973235
SRR10612065.24771	chr7	45621383	45621562
SRR10612065.24775	chr2	230353186	230356750
SRR10612065.24825	chr3	39191179	39191442
SRR10612065.24883	chr5	136689313	136689426
SRR10612065.24993	chr18	77909929	77910178
SRR10612065.25009	chr10	95458138	95463810
SRR10612065.25045	chr4	103717707	103717847
SRR10612065.25213	chr2	230356644	230356750
SRR10612065.25333	chr2	230356617	230356732
SRR10612065.25552	chr2	230356616	230356750
SRR10612065.25577	chr2	230356616	230359748
SRR10612065.25795	chr4	37633007	37640128
SRR10612065.25830	chr2	230356616	230359758
SRR10612065.25988	chr12	9557414	9558868
SRR10612065.26021	chr2	230356617	230359748
SRR10612065.26057	chr2	230356616	230356750
SRR10612065.26086	chr11	75115792	75116039
SRR10612065.26111	chr2	230356616	230359757
SRR10612065.26188	chr7	44870975	44871088
SRR10612065.26342	chr20	33057850	33077731
SRR10612065.26380	chr10	101157133	101157411
SRR10612065.26425	chr2	230356616	230356750
SRR10612065.26494	chr2	168920012	168986270
SRR10612065.26505	chr3	49048463	49048929
SRR10612065.26531	chr7	45621488	45621568
SRR10612065.26578	chr2	230356629	230356750
SRR10612065.26602	chr12	100166700	100175875
SRR10612065.26643	chr2	230356616	230356750
SRR10612065.26661	chr9	124043789	124064362
SRR10612065.26696	chrX	47435731	47436041
SRR10612065.26768	chr2	230356619	230356733
SRR10612065.26923	chr2	230356616	230356747
SRR10612065.26990	chr2	230356616	230359757
SRR10612065.27044	chr15	52058658	52060522
SRR10612065.27083	chr2	230356616	230359758
SRR10612065.27152	chr5	69446571	69446713
SRR10612065.27305	chr2	230356616	230356750
SRR10612065.27480	chr7	45621489	45621568
SRR10612065.27504	chr9	138742171	138754442
SRR10612065.27624	chr2	230356616	230359758
SRR10612065.27683	chr18	74691884	74692071
SRR10612065.27720	chr4	184392705	184393906
SRR10612065.27786	chr2	40655658	40656483
SRR10612065.27790	chr2	230356616	230359758
SRR10612065.27936	chr2	230356616	230359758
SRR10612065.28044	chr3	24231564	24270494
SRR10612065.28057	chr2	230356619	230356732
SRR10612065.28252	chr2	230356624	230356750
SRR10612065.28378	chr2	230356629	230356750
SRR10612065.28391	chr2	230356616	230356748
SRR10612065.28395	chr12	9557412	9558868
SRR10612065.28558	chr8	126098718	126099050
SRR10612065.28567	chr4	166329475	166329584
SRR10612065.28576	chr20	37161372	37169836
SRR10612065.28636	chr4	181276290	181276412
SRR10612065.28737	chr2	230356616	230356746
SRR10612065.28880	chr10	1277658	1278313
SRR10612065.28951	chr2	230356626	230356750
SRR10612065.28998	chr2	230356616	230356750
SRR10612065.29103	chr16	30904556	30905297
SRR10612065.29128	chr2	230356616	230359748
SRR10612065.29178	chr18	10759480	10773627
SRR10612065.29186	chr4	170502038	170509827
SRR10612065.29198	chr1	155851845	155852171
SRR10612065.29234	chr4	145975858	145976040
SRR10612065.29449	chr4	114176951	114179487
SRR10612065.29487	chr5	761381	761480
SRR10612065.29611	chr3	68241968	68242504
SRR10612065.29726	chr2	230356616	230359758
SRR10612065.29746	chr6	159208300	159208419
SRR10612065.29762	chr2	230356621	230356750
SRR10612065.29782	chr2	230356616	230356750
SRR10612065.29840	chr7	84685097	84697537
SRR10612065.29933	chr2	230356616	230359758
SRR10612065.29964	chr13	96624857	96636120
SRR10612065.29982	chr2	230356616	230356748
SRR10612065.30252	chr2	230356616	230359758
SRR10612065.30257	chr2	230356616	230359758
SRR10612065.30399	chr7	45621422	45621568
SRR10612065.30414	chr17	17724383	17724634
SRR10612065.30430	chr2	166335767	166335858
SRR10612065.30452	chr3	171965321	171969333
SRR10612065.30467	chr6	129847843	129849855
SRR10612065.30491	chr2	64208876	64211112
SRR10612065.30559	chr4	52729601	52744020
SRR10612065.30736	chr2	230356635	230356750
SRR10612065.30809	chr1	84387029	84399331
SRR10612065.30839	chr18	21660652	21660841
SRR10612065.31000	chr17	29042302	29042521
SRR10612065.31103	chr2	230356619	230356726
SRR10612065.31117	chr6	154749262	154751726
SRR10612065.31121	chr9	130207158	130207375
SRR10612065.31229	chr9	114290031	114296145
SRR10612065.31273	chr2	230356616	230356740
SRR10612065.31277	chr11	65268979	65269113
SRR10612065.31278	chr15	30195339	30195566
SRR10612065.31543	chr11	65268513	65268934
SRR10612065.31634	chr1	44680489	44684349
SRR10612065.31668	chr2	230356616	230356750
SRR10612065.31708	chr2	230356616	230359758
SRR10612065.31816	chr8	77707014	77707156
SRR10612065.31834	chr3	39566302	39566509
SRR10612065.31892	chr14	76248836	76259443
SRR10612065.31921	chr10	61810623	61810790
SRR10612065.32282	chr20	34435281	34446274
SRR10612065.32336	chr7	151923761	151924178
SRR10612065.32355	chr14	20811245	20811348
SRR10612065.32758	chr9	21476895	21477293
SRR10612065.32784	chr7	91948780	91957214
SRR10612065.32871	chr2	230356616	230359757
SRR10612065.32897	chr9	125645483	125645612
SRR10612065.32898	chr2	230356629	230356750
SRR10612065.33088	chr2	230356616	230359758
SRR10612065.33112	chr14	47343303	47346712
SRR10612065.33238	chrX	47083818	47084085
SRR10612065.33284	chr2	230356616	230359758
SRR10612065.33312	chr3	194162165	194167731
SRR10612065.33325	chr2	230356622	230356743
SRR10612065.33441	chr1	240519120	240519210
SRR10612065.33506	chr4	52729601	52744020
SRR10612065.33576	chr5	51995078	51995208
SRR10612065.33696	chr5	65282561	65282706
SRR10612065.33704	chr19	17182238	17182439
SRR10612065.33715	chr1	52747358	52747489
SRR10612065.33783	chr15	43452902	43461860
SRR10612065.33848	chr2	230356616	230359758
SRR10612065.34021	chr2	230356616	230356750
SRR10612065.34143	chr1	70518712	70541893
SRR10612065.34228	chr5	134120419	134121242
SRR10612065.34292	chr4	68824632	68825139
SRR10612065.34304	chr7	36972841	36973057
SRR10612065.34496	chr3	33558513	33558620
SRR10612065.34515	chr2	230356617	230359758
SRR10612065.34519	chr10	117221449	117309046
SRR10612065.34623	chr2	24046132	24046435
SRR10612065.34717	chr2	230356616	230356734
SRR10612065.34739	chr5	72808654	72808763
SRR10612065.34802	chr2	230356626	230356750
SRR10612065.34805	chr2	91828572	91828676
SRR10612065.34904	chr2	230356618	230356750
SRR10612065.34953	chr13	47038319	47039858
SRR10612065.34958	chr13	67401713	67401914
SRR10612065.34959	chr2	230356624	230356750
SRR10612065.35078	chr15	41400894	41401032
SRR10612065.35103	chr1	10048859	10049223
SRR10612065.35146	chr8	134540974	134541528
SRR10612065.35263	chr14	50292584	50298080
SRR10612065.35264	chr7	26224226	26224431
SRR10612065.35270	chr9	108467442	108467674
SRR10612065.35312	chr2	230356617	230359758
SRR10612065.35354	chr2	230356616	230359757
SRR10612065.35399	chr15	48455799	48456015
SRR10612065.35436	chr2	230356616	230359759
SRR10612065.35531	chr2	230356617	230356750
SRR10612065.35539	chr18	13666157	13666374
SRR10612065.35630	chr5	179454358	179454575
SRR10612065.35663	chr1	58250735	58250917
SRR10612065.35686	chr2	230356616	230356750
SRR10612065.35753	chr8	105502692	105503031
SRR10612065.35772	chr6	1189444	1189899
SRR10612065.35792	chr7	45621457	45621568
SRR10612065.35812	chr1	86211153	86334519
SRR10612065.35837	chr3	55768799	55922570
SRR10612065.35941	chr2	230356616	230359759
SRR10612065.36068	chr2	230356616	230356750
SRR10612065.36107	chr5	10403551	10405779
SRR10612065.36135	chr2	230356616	230359758
SRR10612065.36329	chr2	230356635	230356750
SRR10612065.36336	chr2	230356627	230356746
SRR10612065.36409	chr4	53924351	53924441
SRR10612065.36451	chr7	45621383	45621568
SRR10612065.36477	chr7	45621452	45621582
SRR10612065.36497	chr2	230356619	230356750
SRR10612065.36609	chr6	154784524	154784857
SRR10612065.36629	chr9	122113459	122113571
SRR10612065.36665	chr6	127778528	127778752
SRR10612065.36729	chr2	230356616	230359758
SRR10612065.36752	chr2	230356627	230356750
SRR10612065.36762	chr7	145892382	145892577
SRR10612065.37050	chrX	148561782	148562137
SRR10612065.37085	chr7	45621452	45621576
SRR10612065.37148	chr19	7607636	7607959
SRR10612065.37181	chr2	80182158	80182318
SRR10612065.37268	chr6	159005006	159006406
SRR10612065.37341	chr11	61555294	61555447
SRR10612065.37362	chr2	230356622	230356748
SRR10612065.37385	chr8	71023211	71023592
SRR10612065.37501	chr2	230356616	230359759
SRR10612065.37510	chr2	230356616	230356750
SRR10612065.37556	chr2	230356616	230359756
SRR10612065.37637	chr2	230356616	230359758
SRR10612065.37657	chr2	230356616	230359759
SRR10612065.37664	chr2	230356616	230359758
SRR10612065.37729	chr14	34395692	34395861
SRR10612065.37746	chr2	230356670	230356750
SRR10612065.37755	chr2	230356616	230356750
SRR10612065.37794	chr2	230356616	230356750
SRR10612065.37876	chr2	230356614	230356750
SRR10612065.37902	chr2	230356616	230359758
SRR10612065.37965	chr2	230356629	230356750
SRR10612065.37998	chr2	230356619	230356729
SRR10612065.38077	chr2	74595637	74595837
SRR10612065.38127	chr2	230356640	230356750
SRR10612065.38157	chrX	63418400	63418678
SRR10612065.38240	chr4	21691431	21692132
SRR10612065.38284	chr6	151266601	151270269
SRR10612065.38295	chr1	240351507	240458183
SRR10612065.38333	chr22	29876890	29876998
SRR10612065.38423	chr12	109181786	109181930
SRR10612065.38458	chr2	230356616	230368851
SRR10612065.38482	chr2	230356646	230356746
SRR10612065.38501	chr8	38677909	38678121
SRR10612065.38642	chr2	230356616	230359758
SRR10612065.38735	chr5	137323152	137323242
SRR10612065.38756	chr2	230356616	230359758
SRR10612065.38783	chr7	65171317	65183302
SRR10612065.38795	chr13	45955631	45955919
SRR10612065.38830	chr2	230356616	230356747
SRR10612065.38974	chr1	19456790	19457489
SRR10612065.39116	chr2	230356616	230356753
SRR10612065.39117	chr2	230356619	230356729
SRR10612065.39134	chr2	230356616	230356709
SRR10612065.39168	chr2	230356616	230356750
SRR10612065.39303	chr2	230356616	230359757
SRR10612065.39359	chr2	170782121	170783249
SRR10612065.39461	chr9	87425645	87425877
SRR10612065.39548	chr2	230356616	230359757
SRR10612065.39597	chr7	111549188	111549315
SRR10612065.39608	chr6	150092296	150123552
SRR10612065.39671	chr2	230356616	230359747
SRR10612065.39716	chr12	133586825	133635179
SRR10612065.39829	chr2	230356645	230356750
SRR10612065.39918	chr16	14241908	14242344
SRR10612065.39925	chr11	110134840	110135551
SRR10612065.39933	chr2	230356627	230356750
SRR10612065.39937	chr2	230356616	230356750
SRR10612065.39990	chr2	230356616	230359757
SRR10612065.40132	chr2	230356619	230356734
SRR10612065.40170	chr5	95970342	95970519
SRR10612065.40203	chr2	218182712	218190695
SRR10612065.40215	chr2	230356625	230356747
SRR10612065.40240	chr2	230356616	230359757
SRR10612065.40298	chr2	230356616	230356750
SRR10612065.40313	chr3	135936598	135942494
SRR10612065.40324	chr2	24923190	24923430
SRR10612065.40387	chr3	116096292	116096526
SRR10612065.40453	chr8	90982592	90990553
SRR10612065.40478	chr2	230356619	230356750
SRR10612065.40584	chr2	230356616	230359748
SRR10612065.40607	chr6	82924361	82924526
SRR10612065.40824	chr15	73052746	73064189
SRR10612065.40951	chr13	45954198	45954606
SRR10612065.40961	chr2	230356620	230356729
SRR10612065.40969	chr11	75715047	75727959
SRR10612065.41118	chr2	91828572	91828676
