readnames	chr	start	end	count
SRR10612066.1921672	chr13	98648069	98648213	1
SRR10612066.1921746	chr1	114524101	114524266	1
SRR10612066.1921782	chr12	110719318	110719440	1
SRR10612066.1921798	chr9	79954727	79955111	1
SRR10612066.1922372	chr19	9021137	9028291	1
SRR10612066.1922439	chr6	113053943	113062411	1
SRR10612066.1922444	chr3	64144789	64145608	1
SRR10612066.1922517	chr3	12911091	12918403	1
SRR10612066.1922618	chr7	135804469	135804602	1
SRR10612066.1922639	chr12	133456398	133456652	1
SRR10612066.1922680	chr7	152343557	152343680	1
SRR10612066.1922690	chr9	82483402	82483527	1
SRR10612066.1922731	chr16	89760117	89760236	1
SRR10612066.1922745	chr17	57793443	57793768	1
SRR10612066.1922806	chrX	64744140	64744444	1
SRR10612066.1922880	chr10	44053261	44053428	1
SRR10612066.1923050	chr4	116152601	116152772	1
SRR10612066.1923135	chr3	47098231	47098439	1
SRR10612066.1923311	chr1	15475316	15476151	1
SRR10612066.1923558	chr2	242097221	242109282	1
SRR10612066.1923581	chr15	93515031	93515133	1
SRR10612066.1923639	chr12	133257481	133257601	1
SRR10612066.1923640	chr10	96353256	96354482	1
SRR10612066.1923984	chr3	37329095	37345980	1
SRR10612066.1924216_SRR10612066.6980566	chr9	131046868	131048303	2
SRR10612066.1924514	chr12	131649239	131662433	1
SRR10612066.1924578	chr13	102416349	102416721	1
SRR10612066.1924607	chr2	73452778	73452961	1
SRR10612066.1924619	chr14	61465970	61466154	1
SRR10612066.1924648	chr1	21289707	21289922	1
SRR10612066.1924752	chr3	47139444	47147613	1
SRR10612066.1924895	chr22	21550293	21639461	1
SRR10612066.1925021	chr19	15064384	15068984	1
SRR10612066.1925034	chr18	2927259	2927650	1
SRR10612066.1925065	chr5	5404260	5404418	1
SRR10612066.1925066	chr16	69683044	69683205	1
SRR10612066.1925293	chr5	71455718	71455906	1
SRR10612066.1925328	chr19	5639470	5639795	1
SRR10612066.1925355	chr19	207700	220734	1
SRR10612066.1925406	chr16	12664463	12664664	1
SRR10612066.1925438	chr2	131220836	131414958	1
SRR10612066.1925544	chr7	108204992	108205208	1
SRR10612066.1925659	chr17	66136764	66145974	1
SRR10612066.1925922	chr10	71847717	71847858	1
SRR10612066.1926167	chr6	71155155	71158573	1
SRR10612066.1926422	chr3	143294899	143295689	1
SRR10612066.1926669_SRR10612066.4955207_SRR10612066.7086316	chr11	73829273	73829431	3
SRR10612066.1926750	chr10	70698194	70698436	1
SRR10612066.1926816	chr15	101996082	101996282	1
SRR10612066.1927085	chr7	100174317	100174988	1
SRR10612066.1927142	chr17	32392423	32392534	1
SRR10612066.1927193	chr1	94953070	94955533	1
SRR10612066.1927199	chr19	36333134	36333453	1
SRR10612066.1927260	chr12	118549508	118549767	1
SRR10612066.1927358	chr9	115868904	115880174	1
SRR10612066.1927443	chr20	14498375	14498555	1
SRR10612066.1927708	chr7	92553924	92554078	1
SRR10612066.1927926_SRR10612066.2637144_SRR10612066.1835541	chr3	65446462	65446686	3
SRR10612066.1927997_SRR10612066.3102216	chr11	65267762	65267957	2
SRR10612066.1928294	chr12	110756963	110757172	1
SRR10612066.1928309_SRR10612066.6388734_SRR10612066.6971402_SRR10612066.7204337	chr1	33302348	33302443	4
SRR10612066.1928349	chr11	16611335	16611424	1
SRR10612066.1928772	chr2	109268169	109268481	1
SRR10612066.1928778	chr6	78300287	78300809	1
SRR10612066.1928949	chr11	45672599	45672808	1
SRR10612066.1928958	chr14	24879012	24879147	1
SRR10612066.1929001	chr12	107172280	107172374	1
SRR10612066.1929047	chrY	23751441	23766563	1
SRR10612066.1929116	chr19	23248300	23746441	1
SRR10612066.1929268	chr11	1491063	1491242	1
SRR10612066.1929323	chr5	179706962	179707605	1
SRR10612066.1929430_SRR10612066.1898254	chr6	38988170	38988361	2
SRR10612066.1929495	chr3	127242014	127242284	1
SRR10612066.1929592	chr3	87276182	87276285	1
SRR10612066.1929629	chr7	150939223	150939924	1
SRR10612066.1929664	chr2	24207523	24207794	1
SRR10612066.1929693	chr12	9498967	9519611	1
SRR10612066.1929738	chr15	41961144	41961415	1
SRR10612066.1929832	chr19	49357024	49362167	1
SRR10612066.1929898_SRR10612066.958405	chr7	35707174	35709902	2
SRR10612066.1929925	chr1	246950160	246950346	1
SRR10612066.1930153	chr13	79955873	79956062	1
SRR10612066.1930586	chr12	127650545	127650675	1
SRR10612066.1930847	chr16	10551353	10567362	1
SRR10612066.1931186	chr8	121474106	121474502	1
SRR10612066.1931189	chr18	14261529	14324789	1
SRR10612066.1931213	chr16	47210748	47210926	1
SRR10612066.1931285	chr1	198216320	198216563	1
SRR10612066.1931359	chr19	1390583	1390773	1
SRR10612066.1931399	chr13	60427782	60428015	1
SRR10612066.1931465	chr3	49785282	49785523	1
SRR10612066.1931855	chr2	152992093	152992206	1
SRR10612066.1931917_SRR10612066.2634903_SRR10612066.3680740	chr14	105770365	105770466	3
SRR10612066.1932032	chr12	10272968	10273146	1
SRR10612066.1932049_SRR10612066.3390426_SRR10612066.3879170	chr22	38917613	38964297	3
SRR10612066.1932188	chr19	14544131	14552165	1
SRR10612066.1932272	chr12	11197984	11272489	1
SRR10612066.1932402	chr8	95709089	95709312	1
SRR10612066.1932710	chr1	203134523	203134672	1
SRR10612066.1932762	chr12	106641608	106641788	1
SRR10612066.1932933	chr9	7202732	7208961	1
SRR10612066.1933062	chr21	36688197	36688408	1
SRR10612066.1933074	chr9	110084265	110086255	1
SRR10612066.1933089	chr19	50342992	50343169	1
SRR10612066.1933120	chr20	23614472	23615954	1
SRR10612066.1933248	chr11	71809883	71810293	1
SRR10612066.1933310	chr9	90187360	90187550	1
SRR10612066.1933384	chr13	100204453	100215012	1
SRR10612066.1933458	chr3	165225408	165225545	1
SRR10612066.1933496	chrX	133607387	133627620	1
SRR10612066.1933518	chr14	50320464	50357760	1
SRR10612066.1933526_SRR10612066.2479850_SRR10612066.4913016_SRR10612066.1140411	chr2	89085984	89092011	4
SRR10612066.1933543	chr8	96821700	96822008	1
SRR10612066.1933588	chr3	49094294	49114269	1
SRR10612066.1933604	chr1	179323475	179323866	1
SRR10612066.1933905	chr19	46332735	46332862	1
SRR10612066.1934082	chrY	21323981	21339037	1
SRR10612066.1934353	chr19	12127299	12127413	1
SRR10612066.1934595	chr13	37302523	37302797	1
SRR10612066.1934653	chr9	131117405	131117732	1
SRR10612066.1934894	chr14	80604527	80604617	1
SRR10612066.1935122	chr19	48973739	48974201	1
SRR10612066.1935154	chr1	38394716	38395456	1
SRR10612066.1935164	chr19	49611120	49611453	1
SRR10612066.1935198	chr19	54970305	54970504	1
SRR10612066.1935216	chr4	39952959	39953054	1
SRR10612066.1935285	chr22	33739078	33739362	1
SRR10612066.1936081	chr9	2086827	2097471	1
SRR10612066.1936082	chr10	131958531	131958740	1
SRR10612066.1936093	chr4	145990935	145991090	1
SRR10612066.1936274	chr7	100709011	100709236	1
SRR10612066.1936951	chr3	135309801	135309943	1
SRR10612066.1936970	chr17	63683027	63683221	1
SRR10612066.1937026	chr16	67768760	67769657	1
SRR10612066.1937057	chr18	14765508	14765786	1
SRR10612066.1937127	chr12	109970973	109971145	1
SRR10612066.1937251	chr17	3349216	3349380	1
SRR10612066.1937356	chr2	95540998	95541231	1
SRR10612066.1937388	chr7	77569473	77569886	1
SRR10612066.1937419	chr2	196544828	196545775	1
SRR10612066.1937451	chr1	87447624	87479034	1
SRR10612066.1938256	chr20	50700740	50700837	1
SRR10612066.1938377	chr19	55517667	55517760	1
SRR10612066.1938507	chr2	220404340	220404440	1
SRR10612066.1938624	chr9	100055307	100055911	1
SRR10612066.1938766	chr5	176378473	176385136	1
SRR10612066.1938785	chr4	119636076	119636240	1
SRR10612066.1938955	chr3	127255289	127255460	1
SRR10612066.1938980_SRR10612066.6188893	chr11	103182726	103191821	2
SRR10612066.1939311	chr10	134048441	134048587	1
SRR10612066.1939475	chr22	42205883	42205983	1
SRR10612066.1939477	chr14	103090966	103094970	1
SRR10612066.1939595	chr1	213037065	213061933	1
SRR10612066.1940151_SRR10612066.4253197_SRR10612066.5598234_SRR10612066.5598311	chrX	153582351	153582575	4
SRR10612066.1940238	chr17	15720842	15720980	1
SRR10612066.1940504	chr6	136644785	136645191	1
SRR10612066.1940672_SRR10612066.3912802_SRR10612066.5456276_SRR10612066.7122515_SRR10612066.5705414_SRR10612066.7011518	chr7	151945004	151970955	6
SRR10612066.1940755	chr3	185641744	185641949	1
SRR10612066.1940788	chr16	21733681	21733831	1
SRR10612066.1940946	chr3	45011151	45011305	1
SRR10612066.1941043_SRR10612066.6129653	chr6	4198407	4198553	2
SRR10612066.1941065	chr4	119878341	119878498	1
SRR10612066.1941261	chr3	136596013	136596122	1
SRR10612066.1941305	chr9	136895925	136896331	1
SRR10612066.1941335	chr16	74363014	74463852	1
SRR10612066.1941346	chr13	84692015	84692149	1
SRR10612066.1941365	chr8	36049312	36050438	1
SRR10612066.1941422	chr14	45367854	45368195	1
SRR10612066.1941623	chr2	116329151	116329350	1
SRR10612066.1941649	chrX	18781151	18866180	1
SRR10612066.1941720	chr11	62295707	62298265	1
SRR10612066.1941742	chr16	17217242	17217470	1
SRR10612066.1941976	chr11	46968922	46969031	1
SRR10612066.1942240	chr22	18686095	18721307	1
SRR10612066.1942379	chr8	25194063	25194437	1
SRR10612066.1942531	chr6	104578636	104582014	1
SRR10612066.1942554	chr15	41306919	41307050	1
SRR10612066.1942595	chr9	29057207	29057521	1
SRR10612066.1942648_SRR10612066.1479168_SRR10612066.2394837	chr2	130899708	130900887	3
SRR10612066.1942775	chr15	29841263	29841499	1
SRR10612066.1942866	chr3	11429517	11429654	1
SRR10612066.1943017	chr4	91476023	91476331	1
SRR10612066.1943255	chr9	131254732	131256912	1
SRR10612066.1943314	chrX	80047350	80049272	1
SRR10612066.1943394	chr16	67316507	67318269	1
SRR10612066.1943428	chr19	18016454	18048467	1
SRR10612066.1943466	chr11	31315730	31315882	1
SRR10612066.1943511	chr16	23091702	23091896	1
SRR10612066.1943728	chr6	74371498	74371726	1
SRR10612066.1943786	chr15	99456388	99459274	1
SRR10612066.1943895	chr17	10624162	10624364	1
SRR10612066.1944125	chr3	47374759	47378210	1
SRR10612066.1944300	chr6	108560419	108560609	1
SRR10612066.1944429	chr5	145648068	145648276	1
SRR10612066.1944490	chr17	53042173	53045824	1
SRR10612066.1944505	chr17	79890240	79890342	1
SRR10612066.1944535_SRR10612066.2276897_SRR10612066.6314995	chr4	78857605	78873717	3
SRR10612066.1944573	chr3	197368708	197370893	1
SRR10612066.1944646	chr15	77057302	77092706	1
SRR10612066.1944650	chr3	48909697	48909798	1
SRR10612066.1944661	chr17	30358433	30415981	1
SRR10612066.1944672	chr5	36186670	36293934	1
SRR10612066.1944715_SRR10612066.2518600	chr9	110249320	110249420	2
SRR10612066.1944732	chr10	37753665	37753911	1
SRR10612066.1944836	chr4	1836279	1836378	1
SRR10612066.1945174	chr9	3235541	3235671	1
SRR10612066.1945256	chrX	24336259	24336424	1
SRR10612066.1945363	chr5	155134485	155134628	1
SRR10612066.1945579	chr3	66418890	66421025	1
SRR10612066.1945610	chr7	25572919	25573096	1
SRR10612066.1945750	chr2	96929961	96930243	1
SRR10612066.1945766	chr1	145688159	145688259	1
SRR10612066.1946108	chr7	89934055	89934265	1
SRR10612066.1946499	chr11	2421683	2421782	1
SRR10612066.1946648	chr17	16688480	16688620	1
SRR10612066.1946665_SRR10612066.2776689_SRR10612066.7098955	chr1	148010112	148015755	3
SRR10612066.1946911	chr6	121460527	121460806	1
SRR10612066.1947005	chr3	47884676	47887325	1
SRR10612066.1947088	chr4	92490869	92491047	1
SRR10612066.1947208	chr22	22153301	22162138	1
SRR10612066.1947407	chr20	39984615	39985158	1
SRR10612066.1947539	chr8	101241789	101242517	1
SRR10612066.1947604	chr12	123510840	123510925	1
SRR10612066.1947824	chr12	123678933	123707674	1
SRR10612066.1947938	chr3	27993883	27993967	1
SRR10612066.1948089	chr3	80838104	80840056	1
SRR10612066.1948218	chr14	35286040	35295309	1
SRR10612066.1948249	chr9	130569862	130570867	1
SRR10612066.1948405	chr3	158381158	158381254	1
SRR10612066.1948437	chr11	66887288	66887464	1
SRR10612066.1948574	chr3	3830664	3830759	1
SRR10612066.1948637	chr1	228285291	228285575	1
SRR10612066.1948820	chr10	602738	602938	1
SRR10612066.1948845	chr6	160221752	160222177	1
SRR10612066.1948903	chr12	110573585	110573808	1
SRR10612066.1948977	chr11	118620931	118621233	1
SRR10612066.1949115	chr7	63179077	63204153	1
SRR10612066.1949143	chr11	37001836	37002171	1
SRR10612066.1949304	chr1	23493490	23494386	1
SRR10612066.1949505	chr16	68200850	68215434	1
SRR10612066.1949609	chr8	68096377	68096549	1
SRR10612066.1949646	chr4	165911620	165917152	1
SRR10612066.1949667	chr6	155558375	155558573	1
SRR10612066.1949907_SRR10612066.2040097_SRR10612066.4756272_SRR10612066.4815812_SRR10612066.4998833_SRR10612066.5093835_SRR10612066.5988109_SRR10612066.6438287_SRR10612066.6671840_SRR10612066.6956726_SRR10612066.2618391_SRR10612066.6912500	chr21	11038728	11058326	12
SRR10612066.1949974	chr2	120799630	120849189	1
SRR10612066.1950087	chr15	43075617	43109301	1
SRR10612066.1950092	chrX	73389698	73390007	1
SRR10612066.1950301	chr19	50431946	50432090	1
SRR10612066.1950404	chr5	172210712	172210933	1
SRR10612066.1950467	chr14	44817538	44817665	1
SRR10612066.1950526	chr10	23512679	23539429	1
SRR10612066.1950536	chr12	2909602	2910314	1
SRR10612066.1950563	chr2	166634881	166635051	1
SRR10612066.1950674	chr11	93974745	93974938	1
SRR10612066.1950690	chr13	24527884	24528260	1
SRR10612066.1950772	chr11	75672542	75724137	1
SRR10612066.1950916	chr12	15810515	15810768	1
SRR10612066.1951027	chr10	1123844	1132298	1
SRR10612066.1951043	chr14	67063538	67063870	1
SRR10612066.1951092	chr11	18730153	18730259	1
SRR10612066.1951100	chr6	31784800	31797345	1
SRR10612066.1951110	chr6	121526222	121562654	1
SRR10612066.1951498	chr2	178985968	178988425	1
SRR10612066.1951517_SRR10612066.2011996	chr9	35397167	35398285	2
SRR10612066.1951524	chr6	167427836	167428044	1
SRR10612066.1951944	chrX	73403138	73403465	1
SRR10612066.1952458	chr17	18305976	18306128	1
SRR10612066.1952500	chr19	21624552	21624733	1
SRR10612066.1952626	chr19	56889252	56889473	1
SRR10612066.1952744	chr18	68331412	68331827	1
SRR10612066.1952756_SRR10612066.3246175	chr11	85127278	85255466	2
SRR10612066.1952782	chrX	86036064	86155586	1
SRR10612066.1952812	chr20	62453716	62453826	1
SRR10612066.1952951	chr1	35918557	35918782	1
SRR10612066.1953066	chr14	63975195	63975413	1
SRR10612066.1953205	chrX	65448056	65448189	1
SRR10612066.1953312	chr5	148879835	148880139	1
SRR10612066.1953340	chr7	158464225	158468310	1
SRR10612066.1953394	chr7	30531943	30532037	1
SRR10612066.1953512	chr9	136819754	136820180	1
SRR10612066.1953513	chr17	559092	565076	1
SRR10612066.1953617	chr1	36520854	36521003	1
SRR10612066.1953679	chr16	75085973	75086412	1
SRR10612066.1954102	chr2	227689971	227690322	1
SRR10612066.1954184	chr1	230020650	230020847	1
SRR10612066.1954241	chr8	52212565	52212817	1
SRR10612066.1954332	chr6	111668625	111668785	1
SRR10612066.1954452	chr10	9183196	9183348	1
SRR10612066.1954507	chr14	35074872	35077324	1
SRR10612066.1954611	chr12	111993000	111993136	1
SRR10612066.1954701	chr19	19865570	19866627	1
SRR10612066.1954747	chr15	38796868	38796993	1
SRR10612066.1954784	chr1	190233996	190250867	1
SRR10612066.1954806	chr16	67751087	67751382	1
SRR10612066.1954859	chr15	24461235	24563622	1
SRR10612066.1954881	chr17	27424399	27424704	1
SRR10612066.1954928	chr19	19586402	19586601	1
SRR10612066.1954984	chr1	120493065	120493232	1
SRR10612066.1955045	chr10	26869456	26933314	1
SRR10612066.1955164_SRR10612066.4773785	chr9	6849546	6849685	2
SRR10612066.1955181	chr10	49081369	49081517	1
SRR10612066.1955219	chr7	10491247	10491472	1
SRR10612066.1955278	chr7	32767393	32767724	1
SRR10612066.1955319	chr4	119831867	119832091	1
SRR10612066.1955370	chr14	96800742	96800970	1
SRR10612066.1955399	chr16	28846382	28846616	1
SRR10612066.1955571	chr5	177559518	177559768	1
SRR10612066.1955655	chr6	71414699	71416243	1
SRR10612066.1955832_SRR10612066.3590405	chr6	123955528	123955657	2
SRR10612066.1955926	chr10	82278025	82278155	1
SRR10612066.1955962	chr10	37497233	37497356	1
SRR10612066.1956012	chr2	33813436	33817201	1
SRR10612066.1956139	chr14	102549466	102549926	1
SRR10612066.1956171	chr6	45310438	45310606	1
SRR10612066.1956261	chr10	121043270	121043458	1
SRR10612066.1956347	chrX	47498636	47509926	1
SRR10612066.1956514	chr4	1013364	1013619	1
SRR10612066.1956565	chr16	299563	304410	1
SRR10612066.1956612	chr3	9781364	9781569	1
SRR10612066.1956702	chr3	49836496	49836591	1
SRR10612066.1956708	chr6	56083311	56186260	1
SRR10612066.1956821	chr1	205759484	205759632	1
SRR10612066.1956887	chr22	28503130	28503446	1
SRR10612066.1956972	chr15	59171029	59171576	1
SRR10612066.1956975	chr6	167033385	167033512	1
SRR10612066.1957174	chr6	69649094	69659855	1
SRR10612066.1957365	chr19	40741817	40741944	1
SRR10612066.1957634	chr18	74154173	74154818	1
SRR10612066.1957991	chr1	16904815	16911203	1
SRR10612066.1958090	chr18	30788046	30788299	1
SRR10612066.1958097	chr4	887661	887789	1
SRR10612066.1958104	chr1	108857266	108857451	1
SRR10612066.1958116	chr17	1672324	1672433	1
SRR10612066.1958722	chr7	43762910	43763009	1
SRR10612066.1958728	chr16	67298747	67298872	1
SRR10612066.1959014	chr10	43177860	43240212	1
SRR10612066.1959147	chr13	87393760	87394054	1
SRR10612066.1959263	chr10	27176760	27186528	1
SRR10612066.1959418	chr22	27102918	27103086	1
SRR10612066.1959469	chrX	27663266	27663384	1
SRR10612066.1959588	chr3	57577585	57577764	1
SRR10612066.1959604	chr11	6836997	6837119	1
SRR10612066.1959664_SRR10612066.629859	chr11	65563404	65563497	2
SRR10612066.1959825	chr10	94007034	94007276	1
SRR10612066.1959856	chr7	105400132	105400235	1
SRR10612066.1960078_SRR10612066.2823766	chr3	47727539	47734791	2
SRR10612066.1960107	chr17	73921766	73922069	1
SRR10612066.1960109	chr6	153382775	153382981	1
SRR10612066.1960121	chr1	19871368	19871513	1
SRR10612066.1960377	chrX	118235353	118235541	1
SRR10612066.1960412	chr12	72311129	72311247	1
SRR10612066.1960441	chr15	82639286	83101315	1
SRR10612066.1960468	chrX	153544900	153546435	1
SRR10612066.1960501	chr2	207728181	207731574	1
SRR10612066.1960539	chr1	569834	570036	1
SRR10612066.1960572	chr5	119589285	119589797	1
SRR10612066.1960826	chr4	106342766	106342921	1
SRR10612066.1960860	chr9	5055668	5066760	1
SRR10612066.1960899	chr12	11265187	11265284	1
SRR10612066.1960906	chr5	70539361	70539784	1
SRR10612066.1960969	chr21	17335047	17335162	1
SRR10612066.1960977	chr4	2883678	2883788	1
SRR10612066.1961059	chr9	82505914	82506049	1
SRR10612066.1961159	chr3	88711027	88711189	1
SRR10612066.1961192	chr1	19488085	19488391	1
SRR10612066.1961226	chr6	159748879	159749242	1
SRR10612066.1961339_SRR10612066.6003768_SRR10612066.6359956_SRR10612066.6365268_SRR10612066.7023955_SRR10612066.3439517_SRR10612066.5159825_SRR10612066.6745338	chr17	30267304	30267505	8
SRR10612066.1961421	chr21	43904399	43904663	1
SRR10612066.1961439	chr9	42446421	42459595	1
SRR10612066.1961552	chr4	62011852	62012175	1
SRR10612066.1961685	chr11	9874117	9874260	1
SRR10612066.1961694	chr6	3211300	3211413	1
SRR10612066.1962082	chr3	52507793	52510539	1
SRR10612066.1962207	chr1	225452883	225454471	1
SRR10612066.1962287	chr13	113380765	113380994	1
SRR10612066.1962294	chr18	19377161	19377401	1
SRR10612066.1962370	chr5	32390888	32391080	1
SRR10612066.1962414	chr2	38665537	38665751	1
SRR10612066.1962911	chr19	18391738	18391854	1
SRR10612066.1962944	chr19	43244764	43270128	1
SRR10612066.1962985	chr3	115718667	115718877	1
SRR10612066.1963099	chr20	33369427	33369582	1
SRR10612066.1963611	chr8	33769958	33770138	1
SRR10612066.1963878	chr11	65210304	65210468	1
SRR10612066.1963909	chr6	51712705	51732707	1
SRR10612066.1964033	chr16	58609462	58654684	1
SRR10612066.1964265	chr11	117350105	117350204	1
SRR10612066.1964321	chr11	43941711	43941814	1
SRR10612066.1964483	chr20	30283821	30284071	1
SRR10612066.1964567	chr19	4122713	4122935	1
SRR10612066.1964578	chr17	26597997	26598744	1
SRR10612066.1964588	chr5	69497959	69516152	1
SRR10612066.1964616	chr15	43772135	43783924	1
SRR10612066.1964679	chr5	173384469	173384648	1
SRR10612066.1964845	chr11	68854008	68854661	1
SRR10612066.1965089	chr8	50409481	50424777	1
SRR10612066.1965186	chr7	65899568	65899667	1
SRR10612066.1965208	chr15	22045285	22045585	1
SRR10612066.1965423	chr12	32047328	32147557	1
SRR10612066.1965496	chr11	28232691	28249595	1
SRR10612066.1965736	chr15	24642274	24815453	1
SRR10612066.1965914	chr22	32021978	32024085	1
SRR10612066.1966012	chr3	25510670	25510761	1
SRR10612066.1966013	chr14	65944918	65946456	1
SRR10612066.1966263	chr11	47339615	47339741	1
SRR10612066.1966319	chr17	26422085	26422295	1
SRR10612066.1966527	chr2	220091634	220092684	1
SRR10612066.1966573	chr16	89972625	89973693	1
SRR10612066.1966809	chr13	80888748	80889173	1
SRR10612066.1966840	chr22	21480313	21638546	1
SRR10612066.1967058	chr9	34045200	34091647	1
SRR10612066.1967350	chr4	53579778	53579886	1
SRR10612066.1967599	chr16	70351399	70398949	1
SRR10612066.1967742	chr17	70681023	70681116	1
SRR10612066.1967815	chr10	99230813	99230913	1
SRR10612066.1967978	chr16	28962052	28967326	1
SRR10612066.1968004	chr11	97205211	97205350	1
SRR10612066.1968030	chr1	94643252	94643641	1
SRR10612066.1968222	chr3	42056922	42057184	1
SRR10612066.1968405	chr7	102553529	102553664	1
SRR10612066.1968718	chr3	48097425	48253822	1
SRR10612066.1968775	chr12	94314036	94314399	1
SRR10612066.1968899	chr5	98843448	98843846	1
SRR10612066.1969146	chr13	31929569	31929761	1
SRR10612066.1969333	chr22	42498639	42499116	1
SRR10612066.1969514	chr2	24517941	24518226	1
SRR10612066.1969887	chr7	73893761	73893948	1
SRR10612066.1970004	chr1	192445356	192445681	1
SRR10612066.1970074	chr17	56588802	56589837	1
SRR10612066.1970084_SRR10612066.5654596_SRR10612066.6594094	chr17	57033013	57050286	3
SRR10612066.1970120	chr17	4126881	4127044	1
SRR10612066.1970274	chr19	35739946	35741322	1
SRR10612066.1970347	chr11	6567126	6567293	1
SRR10612066.1970406	chr2	196544756	196573569	1
SRR10612066.1970525	chr20	35856032	35856555	1
SRR10612066.1970681	chr2	238253702	238253951	1
SRR10612066.1970683	chr19	35168611	35225408	1
SRR10612066.1970729	chr6	121459471	121460985	1
SRR10612066.1970740	chrX	47061620	47061861	1
SRR10612066.1970856	chr8	1865399	1866094	1
SRR10612066.1970868	chr3	93755488	93758753	1
SRR10612066.1970897	chr12	130830298	130847690	1
SRR10612066.1971343	chr4	57362292	57362472	1
SRR10612066.1971506	chr5	43165996	43166439	1
SRR10612066.1971643	chr5	70276841	70401864	1
SRR10612066.1971763	chr9	101891233	101891315	1
SRR10612066.1971782	chr6	116599854	116599974	1
SRR10612066.1971875	chr8	48973458	48973579	1
SRR10612066.1972005	chr17	29527543	29528111	1
SRR10612066.1972135	chr5	101779656	101780272	1
SRR10612066.1972154	chr3	169890479	169896689	1
SRR10612066.1972332	chr8	105253351	105253506	1
SRR10612066.1972377	chr4	175224930	175230011	1
SRR10612066.1972386	chr9	75922100	75923419	1
SRR10612066.1972629	chr15	47716442	47716877	1
SRR10612066.1972751	chr5	81365988	81366184	1
SRR10612066.1972800	chr17	63037459	63037725	1
SRR10612066.1972820	chr2	207011627	207014576	1
SRR10612066.1972876	chr7	122027206	122033545	1
SRR10612066.1973009	chr15	91838048	91838278	1
SRR10612066.1973177	chr6	108234572	108243088	1
SRR10612066.1973183_SRR10612066.6111772_SRR10612066.7205095	chr11	120276824	120278534	3
SRR10612066.1973299	chr3	138289160	138290204	1
SRR10612066.1973350	chr4	81560881	81570099	1
SRR10612066.1973529_SRR10612066.7040776	chr16	85420579	85420778	2
SRR10612066.1973614	chr2	220144525	220144621	1
SRR10612066.1973710	chr2	170894117	170894400	1
SRR10612066.1973769	chr10	588506	588816	1
SRR10612066.1973793	chr8	11579175	11579293	1
SRR10612066.1974195	chr16	57187491	57187574	1
SRR10612066.1974197	chr16	74124220	74167582	1
SRR10612066.1974219	chr9	69185552	69189999	1
SRR10612066.1974244	chr16	47480675	47480843	1
SRR10612066.1974304_SRR10612066.4798826_SRR10612066.6608850_SRR10612066.6931009_SRR10612066.608201_SRR10612066.6797338	chr18	34539279	34557186	6
SRR10612066.1974455	chr2	24021007	24056949	1
SRR10612066.1974502	chr18	12152648	12152878	1
SRR10612066.1974526	chr16	17551424	17551606	1
SRR10612066.1974561	chr15	73628490	73628711	1
SRR10612066.1974685	chr17	56074719	56074935	1
SRR10612066.1974750	chr7	23016378	23023596	1
SRR10612066.1974881	chr6	38820519	38828390	1
SRR10612066.1974904	chr2	172693992	172694145	1
SRR10612066.1975060	chr19	44367212	44367336	1
SRR10612066.1975068	chr2	58012947	58113683	1
SRR10612066.1975212	chr15	44888486	44889080	1
SRR10612066.1975228	chr18	14291997	14308556	1
SRR10612066.1975368	chrX	17764019	17764132	1
SRR10612066.1975463	chr8	109475953	109476116	1
SRR10612066.1975478	chr2	70300625	70300969	1
SRR10612066.1975480	chr19	47225309	47226391	1
SRR10612066.1975534	chr15	74910188	74910320	1
SRR10612066.1975538	chr14	45473343	45475466	1
SRR10612066.1975581	chr21	9844799	9845323	1
SRR10612066.1975670	chr12	133084748	133084928	1
SRR10612066.1975992	chr10	91579116	91579269	1
SRR10612066.1976188	chr3	184766444	184766794	1
SRR10612066.1976195	chr11	65269000	65269280	1
SRR10612066.1976241	chr22	18683559	18877578	1
SRR10612066.1976269	chr16	24829913	24830021	1
SRR10612066.1976309	chr19	15518443	15518634	1
SRR10612066.1976368	chr1	183533360	183533534	1
SRR10612066.1976383	chr8	37971761	37978668	1
SRR10612066.1976525	chr3	18390260	18390544	1
SRR10612066.1976557	chr6	35800853	35801275	1
SRR10612066.1976823	chr1	160232045	160232177	1
SRR10612066.1977157	chr14	105148578	105165634	1
SRR10612066.1977548	chr3	137413060	137413165	1
SRR10612066.1977820	chr3	41768751	41768967	1
SRR10612066.1977845	chr8	100883834	100887673	1
SRR10612066.1978124	chr1	178733724	178733860	1
SRR10612066.1978156	chr13	112939833	112942574	1
SRR10612066.1978180	chr17	2577356	2579901	1
SRR10612066.1978318	chr18	56563928	56564198	1
SRR10612066.1978423	chr11	34179991	34180130	1
SRR10612066.1978501	chr10	67771282	67771628	1
SRR10612066.1978606	chr9	2063160	2063327	1
SRR10612066.1978695	chr20	62529262	62529353	1
SRR10612066.1978777	chr9	123875924	123880739	1
SRR10612066.1978796	chr14	94677569	94708280	1
SRR10612066.1978809	chr7	104806795	104807719	1
SRR10612066.1978893	chr3	150304567	150304779	1
SRR10612066.1978920	chr19	7078508	7078753	1
SRR10612066.1979031	chr8	16539642	16540493	1
SRR10612066.1979040	chr17	13465920	13466325	1
SRR10612066.1979077	chr8	131066060	131066414	1
SRR10612066.1979226	chr20	44421361	44424007	1
SRR10612066.1979259	chr7	50344372	50344516	1
SRR10612066.1979273	chr15	69891914	69892096	1
SRR10612066.1979296	chr22	19261417	19261641	1
