readname	chr	start	end
SRR10612066.13139	chr12	56635979	56636073
SRR10612066.13150	chr3	129432676	129433092
SRR10612066.13259	chrX	131419113	131419232
SRR10612066.13638	chr13	96656713	96656809
SRR10612066.13714	chr10	22746330	22746426
SRR10612066.13719	chr3	3188308	3189101
SRR10612066.13941	chr4	147655873	147656028
SRR10612066.14094	chr6	33406039	33406303
SRR10612066.14282	chr8	28919195	28919859
SRR10612066.14305	chr3	131944181	131944462
SRR10612066.14374	chr1	246847098	246847253
SRR10612066.14500	chr2	231063662	231063812
SRR10612066.14698	chr2	210951668	210951818
SRR10612066.14745	chr22	44891974	44892111
SRR10612066.14879	chr7	140731710	140731949
SRR10612066.14880	chr5	87516416	87516537
SRR10612066.14890	chr14	50320372	50329442
SRR10612066.15019	chr14	20811435	20811554
SRR10612066.15116	chr3	110779537	110779791
SRR10612066.15306	chr11	92897980	92898195
SRR10612066.15307	chr14	20811231	20811345
SRR10612066.15594	chr17	73795451	73796001
SRR10612066.15701	chr15	65869728	65869812
SRR10612066.15847	chr12	80214654	80222175
SRR10612066.16041	chr5	78734832	78752843
SRR10612066.16047	chr2	24006580	24006851
SRR10612066.16100	chr17	57421777	57421895
SRR10612066.16278	chr22	24648561	24649616
SRR10612066.16448	chr22	42998207	42998465
SRR10612066.16608	chr16	4793138	4796438
SRR10612066.16654	chr5	137320946	137324007
SRR10612066.16657	chr11	64662782	64663019
SRR10612066.16711	chr14	20811283	20811474
SRR10612066.17130	chr19	35038826	35171555
SRR10612066.17271	chr1	19443777	19443906
SRR10612066.17327	chr10	557407	557499
SRR10612066.17534	chr16	18434272	18474529
SRR10612066.17559	chr10	131958731	131958880
SRR10612066.17576	chr20	58876434	58876532
SRR10612066.17624	chr14	20811288	20811391
SRR10612066.17641	chr8	103326972	103341376
SRR10612066.17712	chr12	114481249	114481509
SRR10612066.17883	chr5	179436635	179436955
SRR10612066.17951	chr17	28377976	28378099
SRR10612066.17985	chr20	2883287	2883498
SRR10612066.18004	chr11	101274719	101274810
SRR10612066.18053	chr1	182356592	182356759
SRR10612066.18186	chr10	1121981	1122098
SRR10612066.18487	chr1	153637799	153637976
SRR10612066.18560	chr2	89084299	89086309
SRR10612066.18676	chr2	87225544	87225804
SRR10612066.18737	chr14	39960444	39960703
SRR10612066.18864	chr2	87270868	87377002
SRR10612066.18919	chr4	164426147	164426404
SRR10612066.19028	chr17	16683769	16684034
SRR10612066.19339	chr6	107954910	107955146
SRR10612066.19527	chr14	50320494	50329547
SRR10612066.19585	chr1	161404501	161404586
SRR10612066.19694	chr16	88807612	88807766
SRR10612066.19844	chr12	50355841	50355961
SRR10612066.19951	chr15	78283232	78283687
SRR10612066.20024	chr13	103518796	103518984
SRR10612066.20197	chr9	139874650	139876071
SRR10612066.20248	chr4	113483525	113511030
SRR10612066.20442	chr9	98492427	98492532
SRR10612066.20519	chr14	20811283	20811442
SRR10612066.20535	chr7	48886311	48965434
SRR10612066.20598	chr14	20811255	20811478
SRR10612066.20605	chr12	1571773	1572075
SRR10612066.20737	chr1	46499793	46499938
SRR10612066.20789	chr13	81531844	81531987
SRR10612066.20879	chr10	28233503	28233725
SRR10612066.20994	chr13	73467924	73482820
SRR10612066.20995	chr6	87951618	87951836
SRR10612066.21076	chr14	20811232	20811366
SRR10612066.21104	chr14	20811244	20811367
SRR10612066.21138	chr15	50899221	50899330
SRR10612066.21473	chr1	54851786	54851922
SRR10612066.21479	chr10	81140499	81140611
SRR10612066.21499	chr14	50320376	50329384
SRR10612066.21502	chr11	57564292	57569323
SRR10612066.21514	chr22	32744307	32744415
SRR10612066.21530	chr7	120889476	120889695
SRR10612066.21547	chr7	44872420	44872970
SRR10612066.21630	chr5	86687267	86687559
SRR10612066.22259	chr7	112418609	112419855
SRR10612066.22265	chr19	9444644	9444863
SRR10612066.22275	chr10	35302627	35320547
SRR10612066.22288	chr17	30315360	30320287
SRR10612066.22399	chr14	20811237	20811346
SRR10612066.22444	chr17	36882024	36882203
SRR10612066.22576	chr14	20811246	20811338
SRR10612066.22586	chr15	66030050	66030213
SRR10612066.22621	chr11	62591657	62591959
SRR10612066.22662	chr19	47863250	47865836
SRR10612066.22744	chr9	43044432	43056398
SRR10612066.22810	chr14	50320386	50329389
SRR10612066.22839	chr2	73677024	73678269
SRR10612066.22907	chr9	115080457	115080763
SRR10612066.22939	chr20	61492606	61492766
SRR10612066.22984	chr2	232132276	232132576
SRR10612066.23073	chr10	75530050	75530478
SRR10612066.23089	chr9	115030332	115038294
SRR10612066.23377	chr14	19517891	19541197
SRR10612066.23570	chr11	93141396	93148280
SRR10612066.23574	chr16	87196514	87196930
SRR10612066.23586	chr2	170429678	170429785
SRR10612066.23620	chr3	52368190	52368425
SRR10612066.23780	chr2	128468897	128469995
SRR10612066.23834	chr11	36099045	36099467
SRR10612066.23836	chr11	71939471	71939877
SRR10612066.23845	chr5	179053734	179053903
SRR10612066.23899	chr2	44810369	44810606
SRR10612066.24018	chr3	49911484	49911638
SRR10612066.24107	chr16	14227572	14227931
SRR10612066.24506	chr3	10016073	10016173
SRR10612066.24561	chr5	137321036	137323246
SRR10612066.24565	chr12	111874664	111874863
SRR10612066.24568	chr10	126236515	126236628
SRR10612066.24593	chr2	131218137	131417711
SRR10612066.24731	chr2	97795919	97796124
SRR10612066.24776	chr14	20811230	20811364
SRR10612066.24798	chr14	20811230	20811348
SRR10612066.24868	chr1	8479180	8479307
SRR10612066.24943	chr12	9557414	9558868
SRR10612066.24950	chr14	35269494	35270399
SRR10612066.24977	chrY	28642141	28642398
SRR10612066.24994	chr17	19485568	19491905
SRR10612066.25198	chr16	14031668	14041493
SRR10612066.25436	chr3	110791247	110830895
SRR10612066.25606	chr14	50320494	50329547
SRR10612066.25631	chr14	72055813	72055986
SRR10612066.25649	chr1	248042011	248042317
SRR10612066.25710	chr1	53015190	53015405
SRR10612066.25721	chr21	46655284	46655591
SRR10612066.25997	chr3	33870003	33870281
SRR10612066.26016	chr2	216184167	216184415
SRR10612066.26054	chr7	76657685	76686147
SRR10612066.26071	chr16	23881998	23882129
SRR10612066.26136	chr2	232654410	232654645
SRR10612066.26156	chr14	50320423	50329428
SRR10612066.26214	chr9	11601042	11601146
SRR10612066.26230	chr13	76329976	76330124
SRR10612066.26271	chr14	20811242	20811334
SRR10612066.26403	chr13	51516030	51516192
SRR10612066.26503	chr1	6636848	6637070
SRR10612066.26519	chr4	147788650	147795987
SRR10612066.26733	chr14	50320400	50329432
SRR10612066.26817	chr8	71755984	71756198
SRR10612066.27046	chr2	230356620	230356722
SRR10612066.27196	chr11	73239177	73239335
SRR10612066.27234	chr14	20811233	20811346
SRR10612066.27306	chr1	211956683	211956846
SRR10612066.27351	chr2	215632206	215646233
SRR10612066.27388	chr13	61034543	61041428
SRR10612066.27529	chr14	20811264	20811509
SRR10612066.27556	chr1	145438751	145440366
SRR10612066.27866	chr16	50349471	50349575
SRR10612066.27952	chr3	114947553	114947705
SRR10612066.27961	chr15	58215439	58215924
SRR10612066.28139	chr5	28092828	28092995
SRR10612066.28157	chr19	47424463	47424725
SRR10612066.28281	chr9	139873568	139873712
SRR10612066.28356	chr14	50320493	50329547
SRR10612066.28458	chr2	160604316	160604689
SRR10612066.28475	chr4	164394457	164394623
SRR10612066.28535	chr1	23846005	23846208
SRR10612066.28554	chr8	71186134	71186220
SRR10612066.28621	chr11	118499177	118499288
SRR10612066.28626	chr16	4410986	4411091
SRR10612066.28635	chr10	103559089	103563601
SRR10612066.28774	chr7	20206698	20206898
SRR10612066.28804	chr10	103526429	103526749
SRR10612066.28849	chr19	35084599	35137369
SRR10612066.28878	chr8	13939930	13940455
SRR10612066.29130	chr13	30085566	30085679
SRR10612066.29272	chr11	65268543	65269323
SRR10612066.29317	chr9	125884505	125890536
SRR10612066.29379	chr13	31922380	31923145
SRR10612066.29415	chr2	44436115	44436308
SRR10612066.29420	chr12	85821859	85822478
SRR10612066.29442	chr6	97639997	97640291
SRR10612066.29456	chr17	1399486	1399612
SRR10612066.29472	chr2	63787202	63787414
SRR10612066.29536	chr14	50320480	50329547
SRR10612066.29615	chr6	105280916	105291174
SRR10612066.29683	chr14	20811265	20811364
SRR10612066.29812	chr2	230356616	230359758
SRR10612066.29860	chr7	87339926	87370886
SRR10612066.29982	chr1	70144130	70145570
SRR10612066.30097	chr3	49301963	49302809
SRR10612066.30130	chr20	45915986	45920620
SRR10612066.30242	chr10	81999782	81999875
SRR10612066.30374	chr4	594522	594749
SRR10612066.30443	chr17	74090632	74093942
SRR10612066.30520	chr22	30765681	30765996
SRR10612066.30646	chr7	45621383	45621562
SRR10612066.30668	chr11	119182053	119182310
SRR10612066.30756	chr20	39802291	39802413
SRR10612066.30758	chr1	9649540	9656068
SRR10612066.30784	chr4	98560651	98560856
SRR10612066.30836	chr14	20811265	20811436
SRR10612066.30946	chr3	119219612	119232561
SRR10612066.31039	chr3	48660006	48660481
SRR10612066.31070	chr19	35084618	35137269
SRR10612066.31117	chr17	5323164	5323334
SRR10612066.31225	chr7	134718900	134719005
SRR10612066.31372	chr5	7899311	7899455
SRR10612066.31423	chr3	188290819	188291212
SRR10612066.31493	chr9	140762415	140770037
SRR10612066.31595	chr4	139016437	139019420
SRR10612066.31683	chr20	5438734	5495955
SRR10612066.31737	chr3	113615831	113616215
SRR10612066.31817	chr11	65222833	65223185
SRR10612066.31867	chr7	135138335	135138502
SRR10612066.31882	chr4	12732967	12736166
SRR10612066.31949	chr2	230356616	230359758
SRR10612066.32023	chr22	43374832	43374962
SRR10612066.32049	chr12	88890480	88890670
SRR10612066.32135	chr7	110602046	110602150
SRR10612066.32371	chr12	89752446	89752613
SRR10612066.32777	chr5	176370336	176378583
SRR10612066.32900	chr5	140303018	140303226
SRR10612066.32905	chr14	32172986	32173136
SRR10612066.32932	chr19	39212458	39212597
SRR10612066.33069	chr14	20811234	20811338
SRR10612066.33339	chr1	172520651	172539871
SRR10612066.33341	chr18	37066836	37066987
SRR10612066.33364	chr16	11995363	11995545
SRR10612066.33518	chr20	31035689	31035848
SRR10612066.33531	chr14	20811234	20811346
SRR10612066.33563	chr17	55183159	55183503
SRR10612066.33579	chr5	134681154	134681268
SRR10612066.33581	chr11	118622640	118622806
SRR10612066.33622	chr14	50320392	50329516
SRR10612066.33675	chr1	33413617	33413804
SRR10612066.33775	chr5	107582713	107582936
SRR10612066.33791	chr10	866755	867307
SRR10612066.33807	chr6	33842714	33842797
SRR10612066.33834	chr15	93354948	93355187
SRR10612066.33885	chr22	39866370	39866603
SRR10612066.34102	chr3	52184444	52185169
SRR10612066.34119	chr10	27226180	27228923
SRR10612066.34133	chr1	92874520	92874716
SRR10612066.34371	chr5	172194598	172194699
SRR10612066.34640	chr2	202430543	202436731
SRR10612066.34728	chr2	61474118	61474518
SRR10612066.34739	chr21	44272223	44273780
SRR10612066.34754	chr1	220251094	220251188
SRR10612066.34895	chr10	105894656	105894944
SRR10612066.34908	chr22	41791747	41792158
SRR10612066.34911	chr3	169889161	169896726
SRR10612066.35071	chr5	10680284	10680389
SRR10612066.35210	chr10	22746328	22746427
SRR10612066.35332	chr8	29848879	29849109
SRR10612066.35695	chr5	70294607	70422523
SRR10612066.35995	chr22	40404612	40404702
SRR10612066.36385	chr14	20811264	20811431
SRR10612066.36445	chr19	5604690	5604876
SRR10612066.36452	chr11	9426403	9426559
SRR10612066.36521	chr1	183106812	183112355
SRR10612066.36643	chr2	85040289	85040493
SRR10612066.36731	chr12	97045369	97045563
SRR10612066.36739	chr14	20811278	20811371
SRR10612066.36849	chr12	59152534	59152684
SRR10612066.36893	chr15	24573372	24780955
SRR10612066.36984	chr14	50320466	50329525
SRR10612066.36989	chr10	49337243	49337348
SRR10612066.37097	chr12	7556130	7586291
SRR10612066.37232	chr17	58565831	58566220
SRR10612066.37295	chr15	80370727	80370970
SRR10612066.37487	chr14	50320485	50329547
SRR10612066.37532	chr11	114683756	114683954
SRR10612066.37554	chr17	47390100	47394974
SRR10612066.37606	chr11	93144325	93144409
SRR10612066.37610	chr2	98535377	98535617
SRR10612066.37617	chr22	42395764	42395942
SRR10612066.37619	chr12	46246183	46246426
SRR10612066.37706	chr17	26960926	26961965
SRR10612066.37744	chr11	4141938	4142327
SRR10612066.37789	chr6	72061191	72061648
SRR10612066.37909	chr2	73316367	73339521
SRR10612066.38098	chr2	111437308	111437485
SRR10612066.38101	chr9	130503271	130503466
SRR10612066.38109	chr17	65908484	65908616
SRR10612066.38114	chr14	50320433	50329574
SRR10612066.38128	chr14	20811265	20811379
SRR10612066.38196	chr1	53929907	53930139
SRR10612066.38358	chr6	25727143	25727263
SRR10612066.38615	chr14	71880665	71996089
SRR10612066.38618	chr18	21742816	21743053
SRR10612066.38747	chr14	20811283	20811410
SRR10612066.38804	chr4	68664351	68668118
SRR10612066.38981	chr14	20811239	20811337
SRR10612066.39026	chr15	24573381	24780954
SRR10612066.39131	chr10	22746330	22746423
SRR10612066.39144	chr12	54749151	54749283
SRR10612066.39311	chr7	32543686	32543810
SRR10612066.39473	chr15	91256398	91258275
SRR10612066.39562	chr11	116719319	116719542
SRR10612066.39569	chr2	211352514	211352686
SRR10612066.39724	chr14	20811230	20811367
SRR10612066.39873	chr22	16160473	16160671
SRR10612066.39883	chr11	7023131	7023413
SRR10612066.40081	chr2	85767072	85767564
SRR10612066.40364	chrX	114161087	114161199
SRR10612066.40424	chr14	20811283	20811502
SRR10612066.40490	chr9	131343308	131344152
SRR10612066.40513	chr20	38100109	38214460
SRR10612066.40582	chr8	67593364	67593510
SRR10612066.40592	chr7	74288920	74289209
SRR10612066.40596	chr13	41756436	41756587
SRR10612066.40743	chr6	34557648	34557793
SRR10612066.40783	chr5	120395110	120395282
SRR10612066.40784	chrX	54984949	54985276
SRR10612066.40826	chr17	11757618	11772572
SRR10612066.40846	chr11	108098586	108100018
SRR10612066.41053	chr4	166388481	166388885
SRR10612066.41186	chr2	210582581	210582776
SRR10612066.41298	chr11	17113743	17118709
SRR10612066.41451	chr22	21221866	21222065
SRR10612066.41656	chr19	12187301	12188464
SRR10612066.41887	chr3	36422206	36426436
SRR10612066.42077	chr19	3195060	3195255
SRR10612066.42108	chr2	241499775	241499874
SRR10612066.42139	chr14	50320493	50329484
SRR10612066.42233	chr14	20811283	20811388
SRR10612066.42241	chr3	154647052	154647200
SRR10612066.42350	chr12	107106598	107106986
SRR10612066.42464	chr11	103173946	103182759
SRR10612066.42480	chr16	4164238	4164389
SRR10612066.42486	chr6	44078253	44078430
SRR10612066.42769	chr14	20811237	20811346
SRR10612066.42920	chr6	24502749	24523154
SRR10612066.42922	chr8	38429634	38429810
SRR10612066.42981	chr22	38541189	38541381
SRR10612066.43088	chr14	31712821	31713122
SRR10612066.43198	chr3	163368116	163368315
SRR10612066.43232	chr9	131720287	131721134
SRR10612066.43301	chr9	6331395	6331491
SRR10612066.43330	chr19	38848711	38849184
SRR10612066.43462	chr14	50597225	50597347
SRR10612066.43507	chr6	151570667	151570809
SRR10612066.43784	chr11	26340423	26402888
SRR10612066.43787	chr7	105209040	105209169
SRR10612066.44044	chr2	58144476	58144580
SRR10612066.44047	chr11	6891751	6898837
SRR10612066.44080	chr3	148709326	148712064
SRR10612066.44119	chr19	16144583	16144798
SRR10612066.44185	chr1	39722536	39722661
SRR10612066.44292	chr17	45479497	45492285
SRR10612066.44317	chr14	70918925	70924350
SRR10612066.44638	chr14	20811264	20811446
SRR10612066.44649	chr11	50368217	50404042
SRR10612066.44690	chr19	2247611	2247918
SRR10612066.44693	chr3	9026825	9027159
SRR10612066.44799	chr14	20811263	20811570
SRR10612066.44921	chr17	18950283	19030857
SRR10612066.44941	chr1	143156240	143184636
SRR10612066.44947	chr12	109046048	109048190
SRR10612066.44963	chr2	89086152	89088030
SRR10612066.45118	chr2	72661589	72661735
SRR10612066.45390	chr6	160461628	160464215
SRR10612066.45424	chr14	50320494	50329547
SRR10612066.45443	chr19	36792888	36796103
SRR10612066.45457	chr14	50320484	50329547
SRR10612066.45726	chr7	76315504	76315851
SRR10612066.45735	chr13	47038323	47041526
SRR10612066.45800	chr12	14592717	14592899
SRR10612066.45902	chr10	42985100	42993776
SRR10612066.45944	chr14	50320494	50329547
SRR10612066.46034	chr14	20811255	20811365
SRR10612066.46051	chr9	69038228	69038389
SRR10612066.46065	chr14	39648531	39648666
SRR10612066.46083	chr18	14870112	14870433
SRR10612066.46430	chr9	34267661	34267794
SRR10612066.46460	chr2	230356616	230359758
SRR10612066.46480	chr14	50320494	50329547
SRR10612066.46943	chr10	22746328	22746427
SRR10612066.47196	chr12	111876271	111876404
SRR10612066.47270	chr3	10049209	10049309
SRR10612066.47326	chr15	90446845	90446938
SRR10612066.47392	chr20	5071192	5071363
SRR10612066.47395	chr14	20811283	20811415
SRR10612066.47424	chr1	120572529	120594393
SRR10612066.47480	chr16	75366771	75366872
SRR10612066.47509	chr12	108143270	108143491
SRR10612066.47584	chr1	185963946	185964218
SRR10612066.47621	chr9	101748209	101748349
SRR10612066.47763	chr11	64661609	64662007
SRR10612066.47840	chr3	32207419	32207600
SRR10612066.47921	chr8	53613390	53613520
SRR10612066.47931	chr14	50320334	50329386
SRR10612066.48032	chr17	16065515	16065722
SRR10612066.48269	chr9	66838762	66838885
SRR10612066.48299	chr10	116757117	116757397
SRR10612066.48315	chr22	24994291	24994429
SRR10612066.48320	chr14	20811234	20811367
SRR10612066.48331	chr12	102093686	102093863
SRR10612066.48352	chr7	1733338	1733462
SRR10612066.48487	chr17	58539243	58543819
SRR10612066.48520	chr7	101920240	101920347
SRR10612066.48636	chr14	20811230	20811530
SRR10612066.48679	chr6	150005146	150005262
SRR10612066.49124	chr14	64702006	64702198
SRR10612066.49156	chr10	124957014	124957157
SRR10612066.49230	chr1	203677024	203677164
SRR10612066.49346	chr14	100468906	100469498
SRR10612066.49397	chr3	13994263	13994591
SRR10612066.49586	chr2	169367028	169367225
SRR10612066.49625	chr17	44248247	44248553
SRR10612066.49630	chr5	64806094	64806348
SRR10612066.49818	chr5	173425777	173425876
SRR10612066.49834	chr11	111992065	111992153
SRR10612066.49850	chr15	80599732	80600142
SRR10612066.50156	chr7	82750554	82751454
SRR10612066.50165	chr12	6998164	6998573
SRR10612066.50211	chr22	46681544	46682493
SRR10612066.50264	chr9	131451901	131455015
SRR10612066.50408	chr1	109928114	109928232
SRR10612066.50427	chr5	70762647	70762883
SRR10612066.50468	chr5	72364604	72364770
SRR10612066.50568	chr1	243923963	243924285
SRR10612066.50587	chr5	70500127	70521846
SRR10612066.50799	chr2	131996909	132010672
SRR10612066.50850	chr2	153197590	153197830
SRR10612066.50884	chr1	113653105	113655219
SRR10612066.51354	chr3	195393852	195393988
SRR10612066.51422	chr17	62271131	62272305
SRR10612066.51644	chr9	29576060	29576252
SRR10612066.51773	chr2	31905370	31905618
SRR10612066.51805	chr17	47388674	47389405
SRR10612066.51821	chr4	138904073	138904419
SRR10612066.51940	chr8	80885629	80885784
SRR10612066.52005	chr14	20811268	20811417
SRR10612066.52114	chr9	72801916	72802219
SRR10612066.52164	chr16	1606102	1606549
SRR10612066.52370	chr1	11865721	11865822
SRR10612066.52706	chr18	50540434	50540655
SRR10612066.52858	chr12	109058267	109058399
SRR10612066.52903	chr13	19798895	19799104
SRR10612066.52910	chr14	37621653	37622114
SRR10612066.52926	chr13	98655220	98668004
SRR10612066.52927	chr5	31960383	31960535
SRR10612066.53046	chr18	59540462	59540582
SRR10612066.53064	chr10	73772437	73772715
SRR10612066.53075	chr2	214174781	214239844
SRR10612066.53258	chr2	38178681	38178910
SRR10612066.53298	chr1	154571663	154571890
SRR10612066.53370	chr10	126226851	126227012
SRR10612066.53505	chr7	110507971	110508257
SRR10612066.53522	chr10	111872655	111877146
SRR10612066.53526	chr14	52156413	52156615
SRR10612066.53674	chr10	22746328	22746430
SRR10612066.53715	chr2	80168816	80169086
SRR10612066.53811	chr11	118619831	118619950
SRR10612066.53898	chr17	34158262	34159060
SRR10612066.53942	chr9	128595935	128596243
SRR10612066.54289	chr14	30087320	30087622
SRR10612066.54601	chr6	83782147	83782580
SRR10612066.54694	chr17	62863841	62864006
SRR10612066.54790	chr20	43719474	43719605
SRR10612066.54883	chr15	51272366	51272691
SRR10612066.54902	chr7	55926043	55926156
SRR10612066.55017	chr17	46839878	46840035
SRR10612066.55090	chr11	129751337	129751657
SRR10612066.55101	chr14	24434998	24470623
SRR10612066.55362	chr14	50320361	50329428
SRR10612066.55427	chr14	50320485	50329541
SRR10612066.55460	chr9	86423976	86424295
SRR10612066.55659	chr17	31084561	31084827
SRR10612066.55851	chr2	176157273	176157443
SRR10612066.55868	chr2	43575871	43576266
SRR10612066.56528	chr2	126999451	126999569
SRR10612066.56533	chr14	50320494	50329524
SRR10612066.56997	chr1	40041683	40041804
SRR10612066.57053	chr17	40009917	40011573
SRR10612066.57090	chr1	224149819	224149965
SRR10612066.57232	chr12	80262208	80262345
SRR10612066.57240	chr3	17627858	17674416
SRR10612066.57297	chr3	47098357	47098480
SRR10612066.57377	chr14	92557126	92557344
SRR10612066.57394	chr22	18750762	18838037
SRR10612066.57751	chr17	45971278	45973130
SRR10612066.57804	chr7	158750697	158750880
SRR10612066.57857	chr5	70931238	70931432
SRR10612066.57895	chr2	97931005	98108324
SRR10612066.58076	chr13	37301142	37301321
SRR10612066.58322	chr12	6613238	6613354
SRR10612066.58470	chr14	20811263	20811452
SRR10612066.58655	chr6	72960118	72960692
SRR10612066.58696	chr2	174990144	174990356
SRR10612066.58703	chr5	69790925	69812310
SRR10612066.58725	chr7	11804875	11805043
