readname	chr	start	end
SRR10612066.7749	chr17	58771959	58772148
SRR10612066.7987	chr3	9825809	9828762
SRR10612066.8029	chr11	85707868	85714496
SRR10612066.8275	chr17	56894408	56894604
SRR10612066.8868	chr8	139452786	139452923
SRR10612066.8896	chr4	151682935	151738411
SRR10612066.9000	chr6	95844042	95844217
SRR10612066.9178	chr8	144793723	144794965
SRR10612066.9251	chr14	20811237	20811346
SRR10612066.9703	chr10	75000702	75000942
SRR10612066.9752	chr2	32917764	32917980
SRR10612066.9959	chr10	49623550	49632630
SRR10612066.10011	chr14	74946766	74946936
SRR10612066.10185	chr6	57012076	57012277
SRR10612066.10271	chr20	3451676	3451842
SRR10612066.10326	chr8	145949850	145950012
SRR10612066.10354	chr3	543848	544008
SRR10612066.10906	chr19	8940812	8941107
SRR10612066.11706	chr18	48573472	48573625
SRR10612066.11720	chr15	73588966	73589096
SRR10612066.11856	chr1	27616875	27617056
SRR10612066.12036	chr17	44658496	44658645
SRR10612066.12174	chr14	20811244	20811339
SRR10612066.12234	chr3	19521385	19521651
SRR10612066.12279	chr2	45925078	45928630
SRR10612066.12351	chr19	34751076	34751306
SRR10612066.12354	chr1	110582497	110582711
SRR10612066.12545	chr2	230356616	230359748
SRR10612066.12684	chr15	71788951	71789299
SRR10612066.12753	chr14	69597272	69597528
SRR10612066.12860	chr14	20811283	20811513
SRR10612066.13139	chr12	56635983	56636116
SRR10612066.13154	chr1	1718107	1718308
SRR10612066.13598	chr10	81924871	81924990
SRR10612066.13638	chr13	96656686	96656834
SRR10612066.13719	chr3	3188308	3189101
SRR10612066.13749	chrX	96327938	96330244
SRR10612066.13941	chr4	147655872	147656031
SRR10612066.14094	chr6	33406043	33406298
SRR10612066.14282	chr8	28919246	28919886
SRR10612066.14397	chr1	12132571	12132763
SRR10612066.14500	chr2	231063661	231063811
SRR10612066.14698	chr2	210951679	210951867
SRR10612066.14879	chr7	140731710	140731949
SRR10612066.14880	chr5	87516422	87516537
SRR10612066.14986	chr18	11656038	11656293
SRR10612066.15201	chr2	230356619	230356733
SRR10612066.15306	chr11	92897910	92898178
SRR10612066.15594	chr17	73795450	73795838
SRR10612066.15740	chr3	172782800	172782917
SRR10612066.15847	chr12	80214655	80222176
SRR10612066.16047	chr2	24006646	24006878
SRR10612066.16458	chr9	72788250	72788471
SRR10612066.16654	chr5	137320946	137324007
SRR10612066.16954	chr3	49548079	49568253
SRR10612066.17130	chr19	35038835	35171555
SRR10612066.17559	chr10	131958720	131958879
SRR10612066.17983	chr10	43881918	43882121
SRR10612066.17985	chr20	2883180	2883652
SRR10612066.18053	chr1	182356592	182356759
SRR10612066.18123	chrX	9567561	9567808
SRR10612066.18164	chr1	173410079	173410210
SRR10612066.18437	chr19	16127515	16127793
SRR10612066.18487	chr1	153637791	153637964
SRR10612066.18701	chr11	118619831	118619950
SRR10612066.18864	chr2	88021908	88025696
SRR10612066.18919	chr4	164426145	164426422
SRR10612066.18942	chr8	17570723	17581695
SRR10612066.19164	chr14	37952362	37952498
SRR10612066.19694	chr16	88807576	88807726
SRR10612066.20442	chr9	98492403	98492551
SRR10612066.20519	chr14	20811233	20811446
SRR10612066.20535	chr9	99285560	99285998
SRR10612066.20598	chr14	20811230	20811461
SRR10612066.20789	chr13	81531844	81531987
SRR10612066.20793	chr7	140500229	140507798
SRR10612066.20879	chr10	28233509	28233725
SRR10612066.20952	chr8	10224366	10224516
SRR10612066.20976	chr17	36861525	36861633
SRR10612066.20994	chr13	73467922	73482818
SRR10612066.20995	chr6	87951618	87951836
SRR10612066.21138	chr15	50899221	50899330
SRR10612066.21502	chr11	57564283	57569285
SRR10612066.21530	chr7	120889470	120889748
SRR10612066.21547	chr7	44872563	44872976
SRR10612066.21578	chr11	64135937	64136035
SRR10612066.21764	chr10	26775868	26776019
SRR10612066.21916	chr9	87347571	87348112
SRR10612066.22002	chr15	35823627	35825204
SRR10612066.22125	chr2	69784712	69785363
SRR10612066.22275	chr10	35302627	35320547
SRR10612066.22288	chr17	30315345	30315510
SRR10612066.22399	chr14	20811233	20811346
SRR10612066.22442	chr11	65272293	65272506
SRR10612066.22621	chr11	62575081	62591958
SRR10612066.22693	chr8	39007355	39008978
SRR10612066.22717	chr22	40231903	40257842
SRR10612066.22907	chr9	115080441	115080792
SRR10612066.22966	chr19	919829	920019
SRR10612066.23021	chr14	20811237	20811346
SRR10612066.23140	chr10	12397677	12397794
SRR10612066.23285	chr17	67625620	67625765
SRR10612066.23309	chr15	28913824	28914141
SRR10612066.23388	chr22	47189677	47193429
SRR10612066.23586	chr2	170429690	170429784
SRR10612066.23711	chr7	16624404	16624560
SRR10612066.23834	chr11	36099018	36099407
SRR10612066.23845	chr5	179053734	179053903
SRR10612066.23899	chr2	44810358	44810678
SRR10612066.24506	chr3	10016068	10016173
SRR10612066.24586	chr21	44918633	44918718
SRR10612066.24731	chr2	97795893	97796088
SRR10612066.24798	chr14	20811234	20811346
SRR10612066.24868	chr1	8479173	8479338
SRR10612066.24878	chr10	88572528	88572634
SRR10612066.24994	chr17	19485436	19491775
SRR10612066.25391	chr1	165712404	165723514
SRR10612066.25436	chr3	110791247	110830936
SRR10612066.25631	chr14	72055783	72055986
SRR10612066.26214	chr9	11601038	11601146
SRR10612066.26230	chr13	76329976	76330124
SRR10612066.26403	chr13	51516022	51517478
SRR10612066.26503	chr1	6636846	6637070
SRR10612066.26676	chr7	31669284	31669405
SRR10612066.26946	chr17	36508179	36508667
SRR10612066.26982	chr10	22746330	22746430
SRR10612066.27046	chr2	230356616	230359758
SRR10612066.27196	chr11	73239165	73239317
SRR10612066.27210	chr2	129207974	129208141
SRR10612066.27388	chr13	61034543	61041428
SRR10612066.27529	chr14	20811246	20811472
SRR10612066.27638	chr2	135075098	135076310
SRR10612066.27866	chr16	50349471	50349561
SRR10612066.27961	chr15	58215472	58215961
SRR10612066.27983	chr6	41555743	41555858
SRR10612066.27995	chr11	528752	529020
SRR10612066.27999	chr22	45986865	45987013
SRR10612066.28139	chr5	28092832	28092997
SRR10612066.28281	chr9	139873568	139873712
SRR10612066.28332	chr10	76878654	76878980
SRR10612066.28464	chr16	66675693	66676056
SRR10612066.28475	chr4	164394457	164394623
SRR10612066.28668	chr14	20811297	20811436
SRR10612066.28794	chr12	57605748	57606240
SRR10612066.28849	chr19	35084597	35084793
SRR10612066.29272	chr11	65268543	65269313
SRR10612066.29379	chr13	31922131	31923109
SRR10612066.29420	chr12	85821764	85822484
SRR10612066.29456	chr17	1399486	1399612
SRR10612066.29472	chr2	63787243	63787461
SRR10612066.30097	chr3	49302410	49302809
SRR10612066.30130	chr20	45915988	45920604
SRR10612066.30242	chr10	81279973	81280066
SRR10612066.30443	chr17	74090632	74093941
SRR10612066.30520	chr22	30765673	30766008
SRR10612066.30738	chr17	38137228	38140574
SRR10612066.30758	chr1	9649532	9656064
SRR10612066.30784	chr4	98560655	98560873
SRR10612066.30836	chr14	20811265	20811445
SRR10612066.31039	chr3	48660006	48660481
SRR10612066.31045	chr6	73023279	73043384
SRR10612066.31117	chr17	5323168	5323325
SRR10612066.31423	chr3	188290817	188291212
SRR10612066.31493	chr9	140762466	140770074
SRR10612066.31496	chr9	82482989	82483223
SRR10612066.31737	chr3	113615835	113616206
SRR10612066.31882	chr4	12732982	12736192
SRR10612066.31918	chr14	20811230	20811346
SRR10612066.32049	chr12	88890481	88890665
SRR10612066.32366	chr8	103939689	103954279
SRR10612066.32371	chr12	89752446	89752613
SRR10612066.32777	chr5	176370336	176378583
SRR10612066.32828	chr1	41651257	41651365
SRR10612066.32900	chr5	140303061	140303258
SRR10612066.32940	chr13	96485215	96506645
SRR10612066.33184	chr11	72003402	72003523
SRR10612066.33339	chr1	172520723	172539865
SRR10612066.33507	chr15	64722653	64722800
SRR10612066.33531	chr14	20811244	20811346
SRR10612066.33726	chr1	244715761	244715844
SRR10612066.33753	chr2	230356616	230356747
SRR10612066.33775	chr5	107582738	107582942
SRR10612066.33834	chr15	93354951	93355188
SRR10612066.34371	chr5	172194599	172194710
SRR10612066.34640	chr2	202430543	202436731
SRR10612066.34728	chr2	61474080	61474547
SRR10612066.34754	chr1	220251069	220251173
SRR10612066.35332	chr8	29848811	29849133
SRR10612066.35707	chr12	77031467	77031634
SRR10612066.36176	chr19	4117416	4117629
SRR10612066.36368	chr2	95428407	95428496
SRR10612066.36385	chr14	20811264	20811431
SRR10612066.36431	chr4	135562794	135562931
SRR10612066.36445	chr19	5604647	5604873
SRR10612066.36446	chr11	93984374	93984504
SRR10612066.36721	chr19	38847381	38847508
SRR10612066.36731	chr12	97045367	97051696
SRR10612066.36849	chr12	59152534	59152684
SRR10612066.36989	chr10	48816703	48816812
SRR10612066.37295	chr15	80370728	80370967
SRR10612066.37532	chr11	114683758	114683954
SRR10612066.37554	chr17	47390102	47394975
SRR10612066.37606	chr11	93144301	93144405
SRR10612066.37619	chr12	46246183	46246426
SRR10612066.37898	chr8	67506119	67506313
SRR10612066.37935	chr1	41536267	41618416
SRR10612066.38057	chr10	17727608	17727906
SRR10612066.38098	chr2	111437308	111437485
SRR10612066.38196	chr1	53929917	53930138
SRR10612066.38548	chr2	235161725	235161918
SRR10612066.38747	chr14	20811265	20811455
SRR10612066.38981	chr14	20811240	20811337
SRR10612066.39131	chr10	22746328	22746418
SRR10612066.39340	chr8	23537244	23537406
SRR10612066.39473	chr15	91256398	91258275
SRR10612066.39569	chr2	211352479	211352686
SRR10612066.39724	chr14	20811234	20811367
SRR10612066.39835	chr12	862683	862896
SRR10612066.39840	chr1	74540347	74549900
SRR10612066.39873	chr14	19682456	19893012
SRR10612066.39883	chr11	7023131	7023413
SRR10612066.40081	chr2	85767066	85767564
SRR10612066.40303	chr6	26632779	26633037
SRR10612066.40424	chr14	20811283	20811493
SRR10612066.40522	chr2	99229788	99230452
SRR10612066.40634	chrX	96253970	96254264
SRR10612066.40743	chr6	34557656	34557793
SRR10612066.40784	chrX	54984949	54985276
SRR10612066.41186	chr2	210582601	210582776
SRR10612066.41508	chr2	130804784	130804908
SRR10612066.41600	chr1	15377233	15377495
SRR10612066.41887	chr3	36422206	36426432
SRR10612066.42044	chr17	80485975	80486199
SRR10612066.42077	chr19	3195060	3195255
SRR10612066.42233	chr14	20811230	20811379
SRR10612066.42350	chr12	107106591	107106980
SRR10612066.42518	chr1	26576279	26576488
SRR10612066.42769	chr14	20811236	20811346
SRR10612066.42920	chr6	24502756	24523152
SRR10612066.42922	chr8	38429635	38429811
SRR10612066.42981	chr22	38541212	38541381
SRR10612066.43001	chr13	31941793	31941904
SRR10612066.43248	chr12	79888456	79888684
SRR10612066.43301	chr9	6331395	6331491
SRR10612066.43330	chr19	38848702	38849116
SRR10612066.43459	chr1	217623012	217623120
SRR10612066.43507	chr6	151570664	151570807
SRR10612066.43784	chr11	26340423	26402888
SRR10612066.43865	chr7	44737489	44737646
SRR10612066.44017	chr8	19695819	19696124
SRR10612066.44080	chr3	148709317	148712064
SRR10612066.44250	chr12	57000112	57000416
SRR10612066.44317	chr14	70918898	70991460
SRR10612066.44649	chr11	50368217	50404042
SRR10612066.44693	chr3	9026825	9027166
SRR10612066.44947	chr12	109046048	109048190
SRR10612066.45118	chr2	72661603	72661860
SRR10612066.45366	chr18	47113169	47117010
SRR10612066.45385	chr14	20811231	20811346
SRR10612066.45390	chr6	160461625	160464241
SRR10612066.45726	chr7	76315504	76315849
SRR10612066.45780	chr12	69318888	69319023
SRR10612066.45870	chr16	19627451	19637547
SRR10612066.45966	chr14	99919545	99919708
SRR10612066.46050	chr12	64017819	64055261
SRR10612066.46083	chr18	14870111	14870564
SRR10612066.46139	chr9	131767583	131767683
SRR10612066.46210	chr20	32847041	32847273
SRR10612066.46269	chr9	139940522	139940955
SRR10612066.46430	chr9	34267661	34267794
SRR10612066.47271	chr3	9874198	9874394
SRR10612066.47424	chr1	120572529	120594393
SRR10612066.47506	chr11	18566882	18566970
SRR10612066.47509	chr12	108143260	108143455
SRR10612066.47576	chr13	25014815	25014938
SRR10612066.47621	chr9	101748214	101748344
SRR10612066.48140	chr20	7970012	7970167
SRR10612066.48149	chr1	6984070	6984182
SRR10612066.48196	chr2	32694929	32695067
SRR10612066.48315	chr22	24994293	24994439
SRR10612066.48320	chr14	20811230	20811366
SRR10612066.48331	chr12	102093690	102093837
SRR10612066.48352	chr7	1733338	1733462
SRR10612066.48383	chr10	28233510	28233725
SRR10612066.48520	chr7	101920240	101920347
SRR10612066.48636	chr14	20811230	20811530
SRR10612066.48985	chr6	42780483	42780705
SRR10612066.49071	chr2	215802312	215809829
SRR10612066.49366	chr4	132748314	132749889
SRR10612066.49388	chr3	186268958	186269211
SRR10612066.49397	chr3	13994263	13994591
SRR10612066.49625	chr17	44248236	44248595
SRR10612066.49818	chr5	173425764	173425889
SRR10612066.49834	chr11	111991967	111992182
SRR10612066.49850	chr15	80599706	80600059
SRR10612066.50165	chr12	6998230	6998599
SRR10612066.50211	chr22	46680509	46681805
SRR10612066.50336	chr14	20811248	20811463
SRR10612066.50468	chr5	72364593	72364744
SRR10612066.50568	chr1	243923965	243924285
SRR10612066.50850	chr2	153197590	153197820
SRR10612066.50884	chr1	113653085	113655147
SRR10612066.51149	chr14	20811237	20811346
SRR10612066.51224	chr15	80390752	80423636
SRR10612066.51293	chr2	230356616	230356734
SRR10612066.51377	chr2	27812187	27812466
SRR10612066.51422	chr17	62271131	62272305
SRR10612066.51611	chr14	20811237	20811346
SRR10612066.51644	chr9	29576061	29576252
SRR10612066.51718	chr2	230356616	230356750
SRR10612066.51773	chr2	31905407	31905612
SRR10612066.51857	chr3	117015175	117015333
SRR10612066.51940	chr8	80885629	80885794
SRR10612066.52594	chr17	79868503	79868668
SRR10612066.52706	chr18	50540431	50540604
SRR10612066.52910	chr14	37621662	37622120
SRR10612066.52927	chr5	31960429	31960540
SRR10612066.53046	chr18	59540462	59540582
SRR10612066.53075	chr2	214174781	214239844
SRR10612066.53151	chr9	135894815	135895161
SRR10612066.53258	chr2	38178669	38178860
SRR10612066.53298	chr1	154571664	154571895
SRR10612066.53370	chr10	126226746	126227007
SRR10612066.53405	chr12	122380499	122386933
SRR10612066.53421	chr9	95631487	95631703
SRR10612066.53460	chr1	1152737	1153979
SRR10612066.53522	chr10	111876044	111877153
SRR10612066.53715	chr2	80168881	80169118
SRR10612066.53717	chr12	64052851	64053198
SRR10612066.53811	chr11	118619831	118619950
SRR10612066.54094	chr17	64174576	64174705
SRR10612066.54289	chr14	30087320	30087622
SRR10612066.54549	chr11	65270668	65271007
SRR10612066.54601	chr6	83782147	83782591
SRR10612066.54868	chr8	74494677	74494894
SRR10612066.55331	chr17	8283342	8283434
SRR10612066.55367	chr6	3264019	3264157
SRR10612066.55460	chr9	86423979	86424291
SRR10612066.55640	chr8	99718822	99719474
SRR10612066.55659	chr17	31084529	31084810
SRR10612066.56126	chr12	133140125	133140260
SRR10612066.56150	chr1	209399729	209399911
SRR10612066.56850	chr18	60562294	60570275
SRR10612066.57053	chr17	40009913	40011573
SRR10612066.57090	chr1	224149819	224149958
SRR10612066.57186	chr1	151288155	151288372
SRR10612066.57240	chr3	17627845	17674553
SRR10612066.57319	chr20	39937466	39937618
SRR10612066.57857	chr5	70931240	70931432
SRR10612066.57895	chr2	97931005	98108324
SRR10612066.57970	chr19	16980721	16982181
SRR10612066.57996	chr10	101169528	101169914
SRR10612066.58470	chr14	20811265	20811452
SRR10612066.58559	chr7	129297380	129317551
SRR10612066.58648	chr21	9966333	10166199
SRR10612066.58725	chr7	11804875	11805057
SRR10612066.58818	chr14	20811233	20811340
SRR10612066.59009	chr6	108230185	108233974
SRR10612066.59613	chr2	175982780	175983037
SRR10612066.59729	chr5	56509998	56526781
SRR10612066.59739	chr14	20811248	20811365
SRR10612066.59753	chr1	21307574	21307662
SRR10612066.59895	chr14	20811233	20811346
SRR10612066.60105	chr10	60552236	60552442
SRR10612066.60226	chr7	71387097	71387260
SRR10612066.60698	chr9	14868671	14868839
SRR10612066.60838	chr17	46133932	46135682
SRR10612066.60941	chr14	20811265	20811371
SRR10612066.60968	chr10	126225878	126226325
SRR10612066.61017	chrY	9099978	9100089
SRR10612066.61103	chr1	92442606	92445307
SRR10612066.61291	chr3	62259975	62260073
SRR10612066.61865	chr8	38024159	38024596
SRR10612066.62273	chr17	65621361	65621530
SRR10612066.62327	chr14	19988446	19988573
SRR10612066.62345	chrX	54319567	54321259
SRR10612066.62472	chrX	12667228	12667394
SRR10612066.62475	chr10	107612501	107612631
SRR10612066.62551	chr16	71432946	71433114
SRR10612066.62621	chr1	225156494	225190543
SRR10612066.62628	chr11	17024133	17024259
SRR10612066.62775	chr7	119333370	119333538
SRR10612066.62836	chr2	144322992	144323185
SRR10612066.63360	chr5	72370567	72373326
SRR10612066.63382	chr5	101762368	101762678
SRR10612066.63422	chr3	113372605	113372738
SRR10612066.63743	chr5	112927035	112927230
SRR10612066.64044	chr7	129541913	129542107
SRR10612066.64120	chr7	130705278	130705491
SRR10612066.64157	chr15	24749476	24749706
SRR10612066.64467	chr14	20811244	20811348
SRR10612066.64495	chr10	28861940	28862130
SRR10612066.64519	chr7	66458216	66459247
SRR10612066.64533	chr3	113379412	113379667
SRR10612066.64611	chr13	41480809	41481003
SRR10612066.64686	chr6	64433344	64433614
SRR10612066.64970	chr2	74499314	74499601
SRR10612066.65225	chr5	149921136	149922534
SRR10612066.65469	chr16	87415805	87416003
SRR10612066.66025	chr13	79983449	79983980
SRR10612066.66236	chr15	31239172	31239350
SRR10612066.66425	chr1	42901594	42901726
SRR10612066.66537	chr11	10828090	10828390
SRR10612066.66619	chr14	20811265	20811454
SRR10612066.66968	chr6	90546370	90546510
SRR10612066.67221	chr14	20811228	20811341
SRR10612066.67278	chr14	24610901	24611055
SRR10612066.67328	chr14	20811234	20811338
SRR10612066.67417	chr2	186073143	186073380
SRR10612066.67474	chr4	119634970	119635345
SRR10612066.67499	chr2	99528914	99529168
SRR10612066.67821	chr14	20811265	20811439
SRR10612066.67886	chr3	142455338	142467268
SRR10612066.68049	chr1	241972194	241972320
SRR10612066.68162	chr17	80042935	80043187
SRR10612066.68298	chr1	36078669	36078871
SRR10612066.68310	chr2	74392463	74394222
SRR10612066.68373	chr11	107522598	107522969
SRR10612066.68499	chr2	20497312	20508255
SRR10612066.68570	chr15	31018576	31018797
SRR10612066.68758	chr22	50546646	50547221
SRR10612066.68796	chr11	77330651	77336865
SRR10612066.68966	chr9	5573639	5573941
SRR10612066.68974	chr1	150978284	150979241
SRR10612066.68983	chr3	111932402	111932643
SRR10612066.69028	chr7	875473	875615
SRR10612066.69379	chr14	68272277	68273347
SRR10612066.69492	chr1	184656130	184656323
SRR10612066.69710	chr1	224639133	224639319
SRR10612066.69810	chr21	17869679	17869800
SRR10612066.70095	chr14	20811264	20811525
SRR10612066.70166	chr2	198286196	198286464
SRR10612066.70224	chr19	39883124	39888126
SRR10612066.70283	chr2	214951086	214951286
SRR10612066.70324	chr2	97936652	97937290
SRR10612066.70534	chr4	17808718	17808957
SRR10612066.70840	chr12	132497652	132497911
SRR10612066.70853	chr18	13036887	13037223
SRR10612066.71125	chr11	93083020	93083176
SRR10612066.71201	chr3	128979519	128982789
SRR10612066.71546	chr4	148554977	148555505
SRR10612066.71627	chr2	85613120	85613224
SRR10612066.71700	chr10	101122050	101124232
SRR10612066.71722	chr14	20811225	20811352
SRR10612066.71839	chr16	68224672	68225678
SRR10612066.71933	chr5	176333801	176334068
SRR10612066.71972	chr8	143360308	143360403
SRR10612066.72204	chr14	20811244	20811352
SRR10612066.72329	chr12	117898656	117898800
SRR10612066.72418	chr19	9682401	9682523
SRR10612066.72510	chr21	33935540	33935863
SRR10612066.72591	chr21	22494294	22494548
SRR10612066.72732	chr14	77493709	77494028
SRR10612066.72783	chr7	130627887	130628111
SRR10612066.72904	chr15	63916154	63916567
SRR10612066.73039	chr2	145721377	145721673
SRR10612066.73213	chr14	20811246	20811382
SRR10612066.73242	chr7	29014349	29014590
SRR10612066.73377	chr16	22144218	22144416
SRR10612066.73871	chr1	6592802	6609716
SRR10612066.74126	chr9	97555075	97555199
SRR10612066.74186	chr14	20811247	20811435
SRR10612066.74197	chr20	61428524	61431231
SRR10612066.74276	chr5	93848034	93848224
SRR10612066.74356	chr15	72324616	72324821
SRR10612066.74366	chr14	20811233	20811346
SRR10612066.74387	chr7	98627811	98633240
SRR10612066.74451	chr22	51003107	51003224
SRR10612066.74514	chr11	65270986	65271108
SRR10612066.74517	chr2	230356616	230356744
SRR10612066.74643	chr2	32640114	32640257
SRR10612066.75175	chr15	56686362	56687032
SRR10612066.75214	chr9	24245431	24246220
SRR10612066.75349	chr14	20811265	20811456
SRR10612066.75656	chr15	49319562	49320669
SRR10612066.76668	chr18	33706781	33706959
SRR10612066.76829	chr8	21783911	21784102
SRR10612066.76850	chr2	96484657	96484982
SRR10612066.77106	chr11	65268938	65269065
SRR10612066.77230	chr14	20811265	20811452
SRR10612066.77235	chr19	17599806	17608110
SRR10612066.77353	chr4	37665050	37665212
SRR10612066.77426	chr20	33597135	33597399
SRR10612066.77540	chr6	4263944	4264100
SRR10612066.77709	chr10	73580309	73580486
SRR10612066.78133	chr19	20418461	20448105
SRR10612066.78194	chr6	53142311	53142411
SRR10612066.78286	chr5	131975789	131975899
SRR10612066.78348	chr10	22746330	22746419
SRR10612066.78583	chr8	29959413	29962002
SRR10612066.78619	chr7	156677035	156677145
SRR10612066.78642	chr10	56890387	56890478
SRR10612066.79292	chr2	101501682	101501931
SRR10612066.79360	chr6	76332142	76332335
SRR10612066.79387	chr14	20811246	20811354
SRR10612066.79756	chr9	138741983	138774925
SRR10612066.79867	chr17	46128968	46134808
SRR10612066.80198	chr12	54220230	54220385
SRR10612066.80372	chr5	65253370	65253463
SRR10612066.80970	chrX	117529216	117538407
SRR10612066.81140	chr19	5017286	5017429
SRR10612066.81208	chr7	6062162	6062313
SRR10612066.81236	chr2	219355082	219355267
SRR10612066.81445	chr3	196664932	196665154
SRR10612066.81524	chr13	30085793	30085968
SRR10612066.81569	chr2	230356619	230356714
SRR10612066.81586	chr8	124492539	124492705
SRR10612066.81735	chr13	91194537	91194666
SRR10612066.81759	chr13	64184381	64209655
SRR10612066.81791	chr14	20811237	20811524
SRR10612066.82054	chr14	34811315	34811530
SRR10612066.82187	chr22	23746443	23746783
SRR10612066.82327	chr12	132394143	132394321
SRR10612066.82691	chr1	150559356	150559666
SRR10612066.82701	chr17	49180460	49180617
SRR10612066.82804	chr12	28412346	28458739
SRR10612066.82898	chr15	51743842	51747426
SRR10612066.82963	chr16	70714004	70715061
SRR10612066.83154	chr19	50020041	50020174
SRR10612066.83324	chr16	89599853	89600019
SRR10612066.83777	chr5	110805883	110806222
SRR10612066.83870	chr6	116293651	116293851
SRR10612066.83922	chr4	2501131	2501610
SRR10612066.84063	chr9	120122727	120122870
SRR10612066.84331	chr18	60562299	60570275
SRR10612066.84384	chr14	76338358	76338642
SRR10612066.84409	chr12	132607645	132607932
SRR10612066.84437	chr1	35658470	35658638
SRR10612066.84729	chr17	38493640	38493888
SRR10612066.84805	chr17	35621956	35622229
SRR10612066.84907	chr19	55609474	55609618
SRR10612066.85057	chr19	16148956	16149215
SRR10612066.85204	chr7	6054874	6054981
SRR10612066.85312	chr3	51572838	51573129
SRR10612066.85976	chr11	65269125	65269255
SRR10612066.86009	chr15	80223948	80224112
SRR10612066.86028	chr3	14183544	14183820
SRR10612066.86065	chr16	85308522	85308721
SRR10612066.86117	chr18	710583	710695
SRR10612066.86119	chr14	20811244	20811346
SRR10612066.86142	chr17	76921209	76921407
SRR10612066.86333	chr4	87080591	87275779
SRR10612066.86603	chr9	91041293	91063904
SRR10612066.86637	chr17	55183867	55183986
SRR10612066.86705	chr5	140345010	140345214
SRR10612066.86782	chr3	44857100	44857257
SRR10612066.87003	chr2	183902723	183902857
SRR10612066.87018	chr2	163641105	163652975
SRR10612066.87106	chr3	132535533	132546818
SRR10612066.87116	chr14	20811265	20811457
SRR10612066.87117	chr3	155546024	155547669
SRR10612066.87374	chr19	46286445	46286641
SRR10612066.87403	chr7	70052680	70052777
SRR10612066.87492	chr5	79437541	79437711
SRR10612066.87698	chr16	53139414	53140773
SRR10612066.88018	chr16	4047568	4047908
SRR10612066.88072	chr7	1684431	1684538
SRR10612066.88432	chr7	136774541	136774732
SRR10612066.88577	chr18	30092699	30092862
SRR10612066.88619	chr12	123694656	123699336
SRR10612066.89006	chr1	95640624	95640749
SRR10612066.89061	chr16	27475884	27476059
SRR10612066.89217	chr5	176335154	176335276
SRR10612066.89244	chr16	19714721	19714927
SRR10612066.89530	chr5	170610166	170632616
SRR10612066.89795	chr11	65272272	65272439
SRR10612066.89805	chr6	35321890	35322310
SRR10612066.89837	chr11	65272293	65272451
SRR10612066.89858	chr6	41066321	41066444
SRR10612066.89923	chr14	20811283	20811451
SRR10612066.89983	chr19	1370941	1371169
SRR10612066.90053	chr3	33453128	33454307
SRR10612066.90130	chr16	53293045	53293238
SRR10612066.90171	chr7	75282354	75282630
SRR10612066.90988	chr17	907353	907478
SRR10612066.91030	chr19	47767857	47768204
SRR10612066.91292	chr6	32943209	32943298
SRR10612066.91395	chr14	45454933	45455187
SRR10612066.91707	chr12	69670955	69673950
SRR10612066.91937	chr15	43478037	43481467
SRR10612066.91957	chr2	230356622	230356748
SRR10612066.92056	chr14	20811231	20811446
