readnames	chr	start	end	count
SRR10612066.2593741	chr1	19832639	19844688	1
SRR10612066.2593818	chr2	86492712	86492849	1
SRR10612066.2594055	chr10	124800103	124800812	1
SRR10612066.2594116	chr6	29693631	29693889	1
SRR10612066.2594120	chr7	128865456	128865659	1
SRR10612066.2594121	chr14	68159657	68162436	1
SRR10612066.2594181	chr1	62577166	62577344	1
SRR10612066.2594208	chr8	61423603	61423819	1
SRR10612066.2594212_SRR10612066.6423073	chr11	1491219	1491397	2
SRR10612066.2594736	chr5	138699460	138700292	1
SRR10612066.2594813	chr6	38691159	38697759	1
SRR10612066.2594831	chr8	131135637	131135915	1
SRR10612066.2594868	chr3	60981646	60982290	1
SRR10612066.2595001_SRR10612066.3908656	chr19	38034166	38034327	2
SRR10612066.2595151	chr13	49683422	49683662	1
SRR10612066.2595230_SRR10612066.2751218	chr10	115881658	115881818	2
SRR10612066.2595231	chr10	19796126	19796349	1
SRR10612066.2595320	chr2	179299249	179299394	1
SRR10612066.2595809	chr10	86198038	86237428	1
SRR10612066.2595909_SRR10612066.3699074	chr7	65595749	65599364	2
SRR10612066.2595931	chr2	45807012	45812915	1
SRR10612066.2595990_SRR10612066.3705453	chr16	67662275	67663437	2
SRR10612066.2596044	chr1	180001662	180001795	1
SRR10612066.2596108	chr3	183036132	183036325	1
SRR10612066.2596109	chr1	33124274	33124420	1
SRR10612066.2596443	chr20	36147255	36147520	1
SRR10612066.2596481	chr5	141848477	141848794	1
SRR10612066.2596654	chr19	57687448	57687655	1
SRR10612066.2597135	chr9	130293928	130331244	1
SRR10612066.2597222	chr12	105124326	105124635	1
SRR10612066.2597337	chr12	39070824	39071066	1
SRR10612066.2597352	chr22	19045340	19045580	1
SRR10612066.2597481	chr12	97268643	97268794	1
SRR10612066.2597622_SRR10612066.5796571_SRR10612066.5103550	chr8	18662225	18662408	3
SRR10612066.2597756	chr13	113160035	113160258	1
SRR10612066.2598239	chr16	56738905	56739101	1
SRR10612066.2598666	chr14	104481060	104501395	1
SRR10612066.2599116	chr11	62164626	62164858	1
SRR10612066.2599127	chr17	73484062	73485444	1
SRR10612066.2599168	chr4	144743350	144743727	1
SRR10612066.2599240	chr9	23904692	23905106	1
SRR10612066.2599589	chr9	126221774	126221938	1
SRR10612066.2600030	chr9	10462273	10462608	1
SRR10612066.2600339	chr11	134226517	134226722	1
SRR10612066.2600400	chr7	40240633	40241222	1
SRR10612066.2600402	chr8	10970068	10970646	1
SRR10612066.2600761	chr3	188596878	188597149	1
SRR10612066.2600924	chr1	35735751	35735950	1
SRR10612066.2601570	chr8	59724427	59724674	1
SRR10612066.2601657	chr6	22449120	22449306	1
SRR10612066.2602050_SRR10612066.6975442	chr12	31841964	31872300	2
SRR10612066.2602197	chr14	59375720	59375901	1
SRR10612066.2602256	chr19	12189274	12189461	1
SRR10612066.2602415	chr16	8954246	8954352	1
SRR10612066.2602459	chr13	19698569	19705696	1
SRR10612066.2602605	chr4	148781167	148781345	1
SRR10612066.2602740	chr1	235863617	235863814	1
SRR10612066.2603018	chr8	38936883	38937020	1
SRR10612066.2603120	chr1	72034278	72034388	1
SRR10612066.2603328	chr17	1556901	1557152	1
SRR10612066.2603661	chr1	155588780	155727827	1
SRR10612066.2603997	chr5	109152972	109191038	1
SRR10612066.2604017	chr9	35712028	35712881	1
SRR10612066.2604074	chr22	35735299	35735464	1
SRR10612066.2604181	chr1	51702027	51702266	1
SRR10612066.2604185	chr14	83484513	83484847	1
SRR10612066.2604512	chr2	242423679	242429454	1
SRR10612066.2604578	chr10	101617778	101617995	1
SRR10612066.2604872	chr22	30532187	30532381	1
SRR10612066.2605070	chr8	42981704	42981832	1
SRR10612066.2605199	chr8	41795557	41796182	1
SRR10612066.2605236	chr19	7914957	7916642	1
SRR10612066.2605400	chr3	50617518	50617742	1
SRR10612066.2605407	chr2	96012507	96012727	1
SRR10612066.2605697	chr1	33736439	33796710	1
SRR10612066.2606092	chr8	22472017	22472272	1
SRR10612066.2606096	chr3	143367243	143367643	1
SRR10612066.2606197	chr2	96919750	96930944	1
SRR10612066.2606200	chr5	70108684	70108817	1
SRR10612066.2606873_SRR10612066.5260310	chr1	182872174	182874786	2
SRR10612066.2607187	chr17	7186534	7187073	1
SRR10612066.2607281	chr12	57038617	57038969	1
SRR10612066.2607304	chr17	80714044	80724196	1
SRR10612066.2607323	chr1	55910615	55910769	1
SRR10612066.2607434_SRR10612066.5509284_SRR10612066.5636539	chr8	39080613	39089655	3
SRR10612066.2607706	chr2	97938320	98100831	1
SRR10612066.2608099	chr12	69314161	69314459	1
SRR10612066.2608166	chr15	83699066	83710582	1
SRR10612066.2608263	chr3	192009641	192010076	1
SRR10612066.2608558	chr5	69730003	69730835	1
SRR10612066.2608773	chr22	45788362	45788645	1
SRR10612066.2609145	chr14	92126235	92136273	1
SRR10612066.2609295	chr12	2906372	2906920	1
SRR10612066.2609365	chrX	52905780	53003851	1
SRR10612066.2609573	chr16	2618041	2682214	1
SRR10612066.2609925	chr2	191524201	191524422	1
SRR10612066.2610067	chr19	4448362	4453505	1
SRR10612066.2610699	chr16	47390236	47390361	1
SRR10612066.2611214	chr8	120768275	120774808	1
SRR10612066.2611967	chr8	28069938	28071971	1
SRR10612066.2612685	chr16	15803437	15804080	1
SRR10612066.2613210_SRR10612066.6298520_SRR10612066.5201822_SRR10612066.5240241	chr11	33307985	33308127	4
SRR10612066.2613292	chr4	79766163	79786873	1
SRR10612066.2613786_SRR10612066.4204228	chr5	93539700	93539985	2
SRR10612066.2613813	chr9	115038147	115060208	1
SRR10612066.2613877	chr5	82491587	82514226	1
SRR10612066.2613909	chr12	8308207	8345777	1
SRR10612066.2613942	chr5	74932050	74949031	1
SRR10612066.2614145	chr2	61468695	61520687	1
SRR10612066.2614269	chr13	104450283	104450855	1
SRR10612066.2614353	chr4	48723349	48723625	1
SRR10612066.2614490	chr10	103867071	103867216	1
SRR10612066.2614520	chr3	59024149	59024253	1
SRR10612066.2614882	chr14	31565213	31565411	1
SRR10612066.2615122	chr14	56147426	56147721	1
SRR10612066.2615421	chr3	83575101	83575341	1
SRR10612066.2615771	chr16	78466581	78467034	1
SRR10612066.2615907	chr3	47719775	47727637	1
SRR10612066.2616359	chr9	35546851	35547077	1
SRR10612066.2616400	chr5	139805062	139805432	1
SRR10612066.2616473	chr5	36962244	36962345	1
SRR10612066.2616689	chr5	115552895	115553042	1
SRR10612066.2616758	chr19	34957966	34958184	1
SRR10612066.2617073	chr7	102667981	102669151	1
SRR10612066.2617274	chr1	206780188	206780487	1
SRR10612066.2617464	chr6	139694511	139694736	1
SRR10612066.2617804	chr13	35245137	35256886	1
SRR10612066.2617906	chr22	23660656	23660795	1
SRR10612066.2617930	chr7	66421344	66421605	1
SRR10612066.2617979_SRR10612066.6820584	chr21	30698911	30699155	2
SRR10612066.2618277	chrX	109696588	109697110	1
SRR10612066.2618698	chr11	128833017	128833161	1
SRR10612066.2618859	chr14	90450966	90455422	1
SRR10612066.2619058_SRR10612066.3951259	chr12	57072713	57072946	2
SRR10612066.2619088	chr4	189307702	189307863	1
SRR10612066.2619303	chr20	46461308	46527533	1
SRR10612066.2619398	chr2	148613634	148614177	1
SRR10612066.2619839	chr16	12317749	12318075	1
SRR10612066.2619852	chr3	97594268	97594550	1
SRR10612066.2620443	chr6	7331443	7331713	1
SRR10612066.2620462	chr20	22985188	22985308	1
SRR10612066.2620525	chr10	20367447	20367847	1
SRR10612066.2620543	chr15	72324838	72338976	1
SRR10612066.2621148	chr11	126233407	126233726	1
SRR10612066.2621594	chr8	17163655	17163877	1
SRR10612066.2621653	chr14	45654418	45654574	1
SRR10612066.2621828	chr5	44820057	44820312	1
SRR10612066.2621875	chr4	187509399	187509596	1
SRR10612066.2621950	chr12	7145704	7145843	1
SRR10612066.2622493	chr15	99367040	99367446	1
SRR10612066.2622553	chr22	20849542	20849762	1
SRR10612066.2622990	chr12	97827820	97827924	1
SRR10612066.2623100	chr6	135951903	135952009	1
SRR10612066.2623316	chr8	37971708	37976882	1
SRR10612066.2623704	chr16	29996086	29996316	1
SRR10612066.2623856	chr5	72294899	72294988	1
SRR10612066.2623859_SRR10612066.3772778_SRR10612066.6404158	chr22	46189425	46202902	3
SRR10612066.2624388	chr18	46934118	46934362	1
SRR10612066.2624431_SRR10612066.2821484	chr13	20632991	20633283	2
SRR10612066.2624489	chr2	186642164	186642316	1
SRR10612066.2624608	chr18	12132602	12132865	1
SRR10612066.2624916	chrX	13342985	13343072	1
SRR10612066.2625315	chr2	124676906	124677169	1
SRR10612066.2625709	chr1	198418551	198448579	1
SRR10612066.2625847	chr20	9133453	9133709	1
SRR10612066.2625920	chr15	83643340	83643521	1
SRR10612066.2626195	chr9	115341428	115341603	1
SRR10612066.2626206	chr17	12538411	12618892	1
SRR10612066.2626405_SRR10612066.3467597	chr12	31850332	31850876	2
SRR10612066.2626936	chr13	90204460	90204632	1
SRR10612066.2627145	chr8	87409373	87409864	1
SRR10612066.2627433	chr6	33863736	33863966	1
SRR10612066.2627611	chr11	85725926	85742638	1
SRR10612066.2627669	chr9	140078199	140078517	1
SRR10612066.2627810	chrX	119211079	119293059	1
SRR10612066.2627962	chr11	61866664	61866967	1
SRR10612066.2627984	chr12	67700207	67700378	1
SRR10612066.2628035	chr8	114261830	114268314	1
SRR10612066.2628103	chr1	8923309	8924093	1
SRR10612066.2628639	chr1	39847713	39847808	1
SRR10612066.2628801	chr1	44785364	44804996	1
SRR10612066.2628994	chr9	34311472	34311623	1
SRR10612066.2629437	chr17	76851118	76851468	1
SRR10612066.2629467	chr4	11354434	11354609	1
SRR10612066.2629496	chr10	38657612	38657759	1
SRR10612066.2629809	chr16	4904668	4904789	1
SRR10612066.2630432	chr12	75805766	75805998	1
SRR10612066.2630594	chr2	215025119	215025222	1
SRR10612066.2630598	chr7	158550500	158550643	1
SRR10612066.2630648	chr2	218667951	218668293	1
SRR10612066.2630805	chr18	57792415	57796881	1
SRR10612066.2631121	chrX	129203295	129203496	1
SRR10612066.2631501	chr15	52964599	52964765	1
SRR10612066.2631591	chr7	23235333	23235477	1
SRR10612066.2631600	chr19	22434222	22434513	1
SRR10612066.2631884	chr3	179900548	179900675	1
SRR10612066.2632000	chr4	99279587	99279747	1
SRR10612066.2632396	chr12	9548594	9729891	1
SRR10612066.2632580_SRR10612066.3295836	chr17	67346246	67346778	2
SRR10612066.2632690	chr1	23696503	23696696	1
SRR10612066.2633223_SRR10612066.4986197_SRR10612066.6012605_SRR10612066.6643620_SRR10612066.4505822_SRR10612066.5179433_SRR10612066.6473962	chr5	95091372	95091467	7
SRR10612066.2633500	chr1	17358062	17358243	1
SRR10612066.2633536	chr7	127344890	127361454	1
SRR10612066.2633553	chr2	111443153	111443533	1
SRR10612066.2633899	chr11	129500649	129500846	1
SRR10612066.2633959	chr10	32740522	32740795	1
SRR10612066.2634160	chr17	79868824	79869025	1
SRR10612066.2634213	chr8	145113141	145113488	1
SRR10612066.2634336_SRR10612066.5736143	chr16	30007092	30007268	2
SRR10612066.2634396	chr14	68440572	68440771	1
SRR10612066.2634639	chr20	32252690	32252848	1
SRR10612066.2634698	chr7	5181170	5181373	1
SRR10612066.2634759	chr3	49794425	49794546	1
SRR10612066.2634915	chr3	56981189	56981631	1
SRR10612066.2635035	chr1	165490555	165490784	1
SRR10612066.2635165	chr1	35824559	35824726	1
SRR10612066.2635663	chr12	62224530	62224688	1
SRR10612066.2635774	chr22	19341870	19342071	1
SRR10612066.2635791	chr15	62976211	62980113	1
SRR10612066.2636072_SRR10612066.4451907_SRR10612066.6068418	chr8	98289636	98289765	3
SRR10612066.2636209	chr2	10797866	10797996	1
SRR10612066.2636344	chr8	72765077	72765262	1
SRR10612066.2636412	chr5	137292491	137292625	1
SRR10612066.2636551	chr4	120160486	120160803	1
SRR10612066.2636689	chr1	31470510	31470625	1
SRR10612066.2637000	chr18	33721105	33744602	1
SRR10612066.2637003	chr12	132497814	132498027	1
SRR10612066.2637030	chr19	46289376	46289541	1
SRR10612066.2637265	chr14	90124605	90124747	1
SRR10612066.2637304	chr2	177912506	177912761	1
SRR10612066.2637397	chr6	38504725	38504908	1
SRR10612066.2637410	chr4	120124840	120124971	1
SRR10612066.2637425_SRR10612066.3526669	chr9	37692927	37693131	2
SRR10612066.2637488	chr17	16073896	16074329	1
SRR10612066.2637489	chr1	78177430	78181559	1
SRR10612066.2637698_SRR10612066.3699252_SRR10612066.4706530_SRR10612066.6299970	chr10	74234858	74268029	4
SRR10612066.2637899	chr2	236706400	236715946	1
SRR10612066.2638117	chr14	56047032	56078857	1
SRR10612066.2638251	chr10	46159245	46167955	1
SRR10612066.2638327	chr5	151179828	151180393	1
SRR10612066.2638458_SRR10612066.5041485_SRR10612066.5783733	chr4	77057353	77057529	3
SRR10612066.2638963	chr9	138578	138814	1
SRR10612066.2639641	chr15	24284682	24284877	1
SRR10612066.2639992	chr15	43278470	43278617	1
SRR10612066.2640046	chr22	41793332	41793461	1
SRR10612066.2640899	chr15	50757339	50757432	1
SRR10612066.2640973	chr18	6012295	6012531	1
SRR10612066.2641194	chr10	27459365	27459771	1
SRR10612066.2641235	chr1	46822329	46824539	1
SRR10612066.2641637	chr17	46390851	46390979	1
SRR10612066.2641724	chr12	27847425	27847591	1
SRR10612066.2641882	chr13	52819320	52819481	1
SRR10612066.2641962_SRR10612066.4192841	chr3	129275065	129275149	2
SRR10612066.2642030	chr19	2246223	2246986	1
SRR10612066.2642281	chr14	70957626	70958252	1
SRR10612066.2642326_SRR10612066.6140684	chr1	43239234	43241151	2
SRR10612066.2642410	chr10	73059788	73059908	1
SRR10612066.2642569	chr13	42804779	42804934	1
SRR10612066.2642734	chr1	227450964	227451541	1
SRR10612066.2643037	chr14	30102089	30103703	1
SRR10612066.2643158	chr18	12963609	12963724	1
SRR10612066.2643563	chr1	165706501	165721384	1
SRR10612066.2643728	chr5	124022168	124022401	1
SRR10612066.2643814	chr5	25065790	25065911	1
SRR10612066.2643854	chr5	89512471	89512697	1
SRR10612066.2644035	chr14	71536480	71536588	1
SRR10612066.2644467	chr6	84003271	84003427	1
SRR10612066.2644825	chr14	69880439	69882274	1
SRR10612066.2645250	chr15	49073451	49074409	1
SRR10612066.2645464	chr13	84707230	84707374	1
SRR10612066.2645949	chr1	202334351	202334670	1
SRR10612066.2646250	chr17	74275144	74276224	1
SRR10612066.2646761	chr11	57577608	57578946	1
SRR10612066.2646830	chr22	35660754	35660992	1
SRR10612066.2646910	chr5	33139838	33140003	1
SRR10612066.2647548	chr7	134719160	134719478	1
SRR10612066.2647890	chr3	139472433	139472567	1
SRR10612066.2648218	chr4	141024820	141025071	1
SRR10612066.2648272	chr13	28623521	28623847	1
SRR10612066.2648912	chr14	102467289	102467553	1
SRR10612066.2648973	chr2	42544572	42546811	1
SRR10612066.2649515	chr15	101225430	101225808	1
SRR10612066.2649518_SRR10612066.3168175	chr5	4855134	4855214	2
SRR10612066.2649562_SRR10612066.4615674	chr17	7365667	7366005	2
SRR10612066.2649595	chr12	133448291	133448508	1
SRR10612066.2649606	chr5	116253138	116253651	1
SRR10612066.2649719	chr17	28175491	28175731	1
SRR10612066.2649759	chr3	47751930	47752210	1
SRR10612066.2650705	chr19	15508851	15509145	1
SRR10612066.2650791	chr1	201570261	201570434	1
SRR10612066.2650870	chr9	18506779	18507133	1
SRR10612066.2651667_SRR10612066.5511567_SRR10612066.7260691_SRR10612066.5253398	chr19	37935808	37945977	4
SRR10612066.2651708	chr7	66449922	66450059	1
SRR10612066.2651806	chr17	59466172	59466371	1
SRR10612066.2652050	chr10	70896275	70896442	1
SRR10612066.2652108_SRR10612066.3492343	chr1	179778622	179778883	2
SRR10612066.2652120	chr19	31054134	31054357	1
SRR10612066.2652154	chr21	37421343	37421547	1
SRR10612066.2652245	chr2	33526284	33526430	1
SRR10612066.2652276	chr3	39436071	39436295	1
SRR10612066.2652327	chr1	115083116	115083323	1
SRR10612066.2652442	chr8	94406956	94408294	1
SRR10612066.2652690	chr20	57237809	57237982	1
SRR10612066.2652815	chr5	175626120	175626334	1
SRR10612066.2652994_SRR10612066.4124061_SRR10612066.4774637	chr3	142455329	142467296	3
SRR10612066.2653204_SRR10612066.5137018_SRR10612066.6769069	chr12	67712462	67743171	3
SRR10612066.2653500	chr15	40689839	40690017	1
SRR10612066.2653537	chr19	2164074	2191052	1
SRR10612066.2653575	chr15	52533795	52533958	1
SRR10612066.2653732	chr17	29588195	29588358	1
SRR10612066.2653959	chr20	47887051	47887290	1
SRR10612066.2654114	chr5	73136340	73153992	1
SRR10612066.2654180	chr12	18804981	18805171	1
SRR10612066.2654392	chr3	188700330	188700476	1
SRR10612066.2654925_SRR10612066.6812398	chr17	44380004	44383675	2
SRR10612066.2655074	chr17	3572108	3572456	1
SRR10612066.2655106	chr10	13375816	13380808	1
SRR10612066.2655374	chr7	149248732	149248895	1
SRR10612066.2655909	chr14	104422003	104452659	1
SRR10612066.2655988	chr10	24760766	24760948	1
SRR10612066.2656021	chr22	23970556	23971266	1
SRR10612066.2656055	chr22	20459133	20459538	1
SRR10612066.2656254	chr1	41654596	41654738	1
SRR10612066.2656281_SRR10612066.3937400_SRR10612066.5595853_SRR10612066.6643421	chr11	77090296	77090429	4
SRR10612066.2656294	chr17	42798122	42798364	1
SRR10612066.2656296	chr12	129310364	129312513	1
SRR10612066.2656427	chr11	14727256	14727335	1
SRR10612066.2656671	chr13	49557073	49557519	1
SRR10612066.2656805	chr20	55922015	55922214	1
SRR10612066.2656909_SRR10612066.3462801_SRR10612066.5093897_SRR10612066.6505019	chr10	32740520	32762952	4
SRR10612066.2656976	chr11	47074389	47074593	1
SRR10612066.2657324	chr5	72311453	72351934	1
SRR10612066.2657329	chr10	49650288	49650378	1
SRR10612066.2657830	chr14	59375971	59376187	1
SRR10612066.2657866	chr1	33833190	33834049	1
SRR10612066.2658396	chr14	29600993	29601338	1
SRR10612066.2658624	chr1	200808923	200809120	1
SRR10612066.2658930	chr17	29201583	29201714	1
SRR10612066.2659156	chr16	2517992	2518193	1
SRR10612066.2659378_SRR10612066.3925845	chr8	100402132	100402228	2
SRR10612066.2659525	chr8	71486607	71486794	1
SRR10612066.2659573	chr2	238300096	238300379	1
SRR10612066.2659666	chr1	90487579	90487861	1
SRR10612066.2660209	chr5	40972568	40976887	1
SRR10612066.2660211	chr2	65152799	65153369	1
SRR10612066.2660742	chr2	139131099	139131298	1
SRR10612066.2660752	chr3	15915039	15915205	1
SRR10612066.2660778	chr1	146731552	146739177	1
SRR10612066.2660922_SRR10612066.6977336	chr10	103347737	103347861	2
SRR10612066.2660927	chr14	88945280	88945714	1
SRR10612066.2660992	chr18	56585787	56585911	1
SRR10612066.2660999_SRR10612066.4290624	chr7	22159091	22159272	2
SRR10612066.2661020	chr17	45131104	45131258	1
SRR10612066.2661072	chr5	158489738	158490138	1
SRR10612066.2661613	chr19	5657822	5658871	1
SRR10612066.2662183	chr10	24597527	24597713	1
SRR10612066.2662217_SRR10612066.3026071_SRR10612066.544489	chr1	162563324	162565827	3
SRR10612066.2662294	chr10	103267589	103267989	1
SRR10612066.2662430	chr14	75602558	75618828	1
SRR10612066.2662458	chr12	78540434	78540751	1
SRR10612066.2662671	chr5	137579480	137579733	1
SRR10612066.2662720_SRR10612066.1549905	chr16	28965428	28965644	2
SRR10612066.2662793_SRR10612066.3100604	chr18	319476	319666	2
SRR10612066.2663002	chr16	79633253	79633531	1
SRR10612066.2663195	chr2	231940223	232003564	1
SRR10612066.2663261	chr2	75118231	75118443	1
SRR10612066.2663446_SRR10612066.1478406	chr8	93938420	93938519	2
SRR10612066.2663499	chr12	29549161	29549413	1
SRR10612066.2664146	chr14	60896760	60896913	1
SRR10612066.2664391	chr19	48668807	48673571	1
SRR10612066.2664400_SRR10612066.3589321_SRR10612066.5248131_SRR10612066.5569891	chr2	190210951	190212922	4
SRR10612066.2664495	chr16	72146468	72146595	1
SRR10612066.2664705	chr8	39344121	39344308	1
SRR10612066.2664777_SRR10612066.2677788	chr19	46387991	46388109	2
SRR10612066.2665312_SRR10612066.6006497_SRR10612066.6661066_SRR10612066.6285120	chr10	37553530	37580010	4
SRR10612066.2665464	chr18	34380244	34408782	1
SRR10612066.2665485	chr1	147458490	147464800	1
SRR10612066.2665565	chr12	120763038	120763270	1
SRR10612066.2665698_SRR10612066.3038083	chr1	54783260	54783420	2
SRR10612066.2665749	chr22	43233455	43233565	1
SRR10612066.2665774	chr2	187038485	187038685	1
SRR10612066.2665858	chr14	21731433	21731724	1
SRR10612066.2666090	chr7	34970486	34978961	1
SRR10612066.2666187	chr9	139836032	139836651	1
SRR10612066.2666426	chr3	9451393	9451820	1
SRR10612066.2666788_SRR10612066.6178055	chr18	14668498	14695510	2
SRR10612066.2667120	chr1	235981133	235981241	1
SRR10612066.2667289	chr11	66029609	66029850	1
SRR10612066.2667416	chr17	4740049	4740150	1
SRR10612066.2667569	chr16	53213714	53213938	1
SRR10612066.2667686	chr17	21101632	21101765	1
SRR10612066.2667779	chr1	64686057	64686238	1
SRR10612066.2668093	chr15	56917894	56918095	1
SRR10612066.2668122	chr11	6635738	6635862	1
SRR10612066.2668127	chr17	56635160	56638976	1
SRR10612066.2668156	chr17	63139012	63139836	1
SRR10612066.2668927	chr9	86445842	86446050	1
SRR10612066.2669061	chr18	30282811	30283023	1
SRR10612066.2669437	chr19	3977212	3977905	1
SRR10612066.2669649	chr15	40943705	40944295	1
SRR10612066.2669730_SRR10612066.3019208_SRR10612066.3513086_SRR10612066.3897302_SRR10612066.6962702_SRR10612066.7187945	chr6	26271535	26271632	6
SRR10612066.2669867	chr4	129075	129297	1
SRR10612066.2669933	chr19	302097	302186	1
SRR10612066.2670067	chr2	63775142	63775262	1
SRR10612066.2670223	chrX	54592090	54592254	1
SRR10612066.2670242	chr15	43037310	43037460	1
SRR10612066.2670430	chr3	73092110	73092299	1
SRR10612066.2670501	chr1	151810750	151811017	1
SRR10612066.2670916_SRR10612066.2726316	chr7	128314792	128315062	2
SRR10612066.2670979	chr6	76176925	76177111	1
SRR10612066.2671243	chr1	145608553	145610815	1
SRR10612066.2671249	chr2	183210580	183210766	1
SRR10612066.2671463	chr1	212696555	212696716	1
SRR10612066.2671679	chr1	33795672	33797040	1
SRR10612066.2671808_SRR10612066.4874135_SRR10612066.7264760	chr15	44060735	44062468	3
SRR10612066.2672136	chr5	85801036	85801366	1
SRR10612066.2672237	chr11	68527081	68527737	1
SRR10612066.2672388	chr12	122745798	122748746	1
SRR10612066.2672392	chr11	133776590	133776751	1
SRR10612066.2672426	chr3	154007498	154007595	1
SRR10612066.2672429	chr3	28395625	28395719	1
SRR10612066.2672530	chr16	48121387	48121519	1
SRR10612066.2672765	chr2	11329565	11329869	1
SRR10612066.2673121	chr1	151261572	151261935	1
SRR10612066.2673463	chr11	93241931	93242253	1
SRR10612066.2673807	chr10	106153087	106160604	1
SRR10612066.2673967_SRR10612066.5836691_SRR10612066.4490323	chr2	110342756	110342895	3
SRR10612066.2674003	chr6	22844761	22844919	1
SRR10612066.2674238	chr6	52858179	52858450	1
SRR10612066.2674645	chr2	27352687	27353211	1
SRR10612066.2674832	chr5	29955664	29955981	1
SRR10612066.2675059	chr1	243217788	243217978	1
SRR10612066.2675389	chr6	78175389	78175607	1
SRR10612066.2675997	chr18	2919822	2920043	1
SRR10612066.2676064_SRR10612066.4188670	chr8	99538970	99608397	2
SRR10612066.2676371	chr7	33470754	33470917	1
SRR10612066.2676389	chr18	47790359	47790534	1
SRR10612066.2676667	chr7	998423	998548	1
SRR10612066.2676694	chr14	92015469	92015745	1
SRR10612066.2677045	chr12	54858521	54858825	1
SRR10612066.2677086_SRR10612066.4351812_SRR10612066.6075529_SRR10612066.1364553	chr1	222767638	222773265	4
SRR10612066.2677601	chr17	27588465	27588581	1
SRR10612066.2677804	chr9	5019007	5019159	1
SRR10612066.2677996	chr1	39841914	39842091	1
SRR10612066.2678038	chr13	57980188	57980597	1
SRR10612066.2678398	chr6	140108082	140108290	1
SRR10612066.2678441	chr5	175582608	175586089	1
SRR10612066.2678551	chr1	2352684	2353305	1
SRR10612066.2678702	chr3	41679447	41679644	1
SRR10612066.2678775	chr12	133210384	133210565	1
SRR10612066.2678901_SRR10612066.3967365	chr6	1458413	1458591	2
SRR10612066.2679117	chrX	13754743	13754953	1
SRR10612066.2679190	chr6	133862582	133862737	1
SRR10612066.2679456	chr20	55897620	55897763	1
SRR10612066.2679488	chr14	19988170	19988358	1
SRR10612066.2679673	chrX	71703741	71703959	1
SRR10612066.2679772	chr17	20319623	20319771	1
SRR10612066.2680040	chr21	47609223	47609448	1
SRR10612066.2680059	chr6	163835154	163835278	1
SRR10612066.2680142	chr11	115342508	115342636	1
SRR10612066.2680193	chr5	94415437	94415789	1
SRR10612066.2680464	chr16	14027337	14027536	1
SRR10612066.2680510	chr3	5827187	5827543	1
SRR10612066.2680557	chr1	114403633	114403759	1
SRR10612066.2680569	chr10	29638699	29638873	1
SRR10612066.2680575	chr2	191819648	191819860	1
SRR10612066.2680827	chr3	47702784	47814427	1
SRR10612066.2680848	chr4	1018820	1019028	1
SRR10612066.2680995_SRR10612066.2950385	chr11	98474298	98474517	2
SRR10612066.2681015_SRR10612066.4980863	chr8	95549331	95550576	2
SRR10612066.2681133	chr6	31602307	31602755	1
SRR10612066.2681377	chr12	110764193	110765568	1
SRR10612066.2681450	chr22	51040293	51042304	1
SRR10612066.2681597	chr11	111944153	111944267	1
SRR10612066.2681656	chr2	19978506	19978638	1
SRR10612066.2681686	chr2	238812686	238812922	1
SRR10612066.2681696	chr16	86229682	86229804	1
SRR10612066.2681717	chr17	29099368	29099472	1
SRR10612066.2682071	chr1	156541149	156541334	1
SRR10612066.2682154	chr12	4736245	4736560	1
SRR10612066.2682175	chr12	52436671	52436767	1
SRR10612066.2682246	chr10	72534598	72534825	1
SRR10612066.2682400	chr17	48211688	48211942	1
SRR10612066.2682453	chr1	154323088	154323240	1
SRR10612066.2682497	chr11	130173266	130173413	1
SRR10612066.2682857	chr1	67877355	67877541	1
SRR10612066.2682864	chrX	153925076	153925240	1
SRR10612066.2683075_SRR10612066.2710868	chr18	33778689	33779872	2
SRR10612066.2683085	chr8	88622325	88622448	1
SRR10612066.2683167_SRR10612066.5157776_SRR10612066.5614213_SRR10612066.5904615_SRR10612066.6838335_SRR10612066.780493_SRR10612066.4990808_SRR10612066.6349439	chr1	41536267	41541126	8
SRR10612066.2683223	chr1	1205415	1205554	1
SRR10612066.2683286	chr4	47916336	47916513	1
SRR10612066.2683319_SRR10612066.6990172	chr11	118620885	118621159	2
SRR10612066.2683425	chr9	135211866	135221730	1
SRR10612066.2683755	chr13	81894984	81895215	1
SRR10612066.2685139	chr2	215824695	215824946	1
SRR10612066.2685295	chr8	145112473	145112618	1
SRR10612066.2685385	chr9	124692718	124692892	1
SRR10612066.2685568_SRR10612066.6943942	chr6	35321787	35322078	2
SRR10612066.2685779	chr6	28130741	28130846	1
SRR10612066.2685785	chr3	195134916	195135086	1
SRR10612066.2686335	chr10	32760029	32761445	1
SRR10612066.2686468	chr14	32123966	32124430	1
SRR10612066.2686471	chr12	96657882	96657983	1
SRR10612066.2686506	chr9	139836509	139836747	1
SRR10612066.2686605	chr2	62582124	62582262	1
SRR10612066.2686633	chr3	113628568	113628766	1
SRR10612066.2687444	chr15	69268464	69268579	1
SRR10612066.2688047	chr1	50209829	50210164	1
SRR10612066.2688095	chr1	32892578	32892696	1
SRR10612066.2688742	chr20	461902	462102	1
SRR10612066.2688808	chr18	5444091	5444532	1
SRR10612066.2688883	chr13	21932236	21932455	1
SRR10612066.2689074	chr7	36404788	36404896	1
SRR10612066.2689262	chr5	76861907	76862218	1
SRR10612066.2689941	chr16	18549894	18550265	1
